id,name,addr,lat,lng,dong,detailtype,detailtype_str,detailtype2_str
55,통큰불곱창,제주특별자치도 제주시 연삼로 503,33.5006700214728,126.54303209871,이도2동,6,한식,가정식
56,유람위드북스,제주특별자치도 제주시 한경면 조수동2길 54-36,33.33974306784,126.234772700518,한경면,6,한식,커피
57,피자홍플러스,제주특별자치도 제주시 연수로4길 19 1층,33.5037009333495,126.544827519415,일도2동,5,패스트푸드,피자
58,중문아구찜,제주특별자치도 서귀포시 천제연로 191,33.2518437917327,126.424994501653,중문동,6,한식,아구찜
59,도남설렁탕집밥,제주특별자치도 제주시 조천읍 남조로 3042-1,33.5315987610729,126.644586988678,조천읍,6,한식,단품요리 전문
60,호식이두마리치킨 용담로터리점,제주특별자치도 제주시 용문로 165,33.5093643340721,126.511074884952,용담2동,5,패스트푸드,치킨
61,달마숯불갈비,제주특별자치도 제주시 중앙로7길 25,33.5148982897059,126.527405874314,일도1동,6,한식,가정식
62,신촌구옥,제주특별자치도 제주시 조천읍 신촌3길 13 1층,33.5342498844094,126.618521599912,조천읍,4,음료,커피
63,새솔숯불갈비,제주특별자치도 서귀포시 중산간동로 8016-3 1층,33.2645734787501,126.560228522966,동홍동,6,한식,갈비
64,도남그집,제주특별자치도 제주시 독짓골2길 9 1층,33.4913693722153,126.529590050909,이도2동,6,한식,단품요리 전문
65,커피핌,제주특별자치도 제주시 신대로16길 6 1층,33.4869057278854,126.495608128335,연동,6,한식,커피
66,천지연숯화로구이,제주특별자치도 서귀포시 안덕면 화순로 154-7 1층,33.2474174088143,126.32973295364,안덕면,6,한식,가정식
