id,name,addr,lat,lng,dong
72,연동약국,"제주특별자치도 제주시 연북로 38, 1층 ",33.4816497749802,126.485403352408,노형동
73,숲속온누리약국,"제주특별자치도 제주시 1100로 3178, 와이제이빌딩 제A동 102호 ",33.46981155562,126.485332189237,노형동
74,한결약국,제주특별자치도 제주시 신성로 78 ,33.4954440983053,126.527805588365,도남동
75,밝은사랑약국,"제주특별자치도 제주시 노형로 407, 노형타워 1층 106호 ",33.485821410903,126.478301044424,노형동
76,올레약국,"제주특별자치도 서귀포시 중앙로 43, 1층 ",33.2484061219292,126.561487195477,서귀동
77,월드컵약국,"제주특별자치도 서귀포시 일주동로 9213, GS25 1층 6호 ",33.248712252659,126.508491059708,법환동
78,바다약국,"제주특별자치도 서귀포시 신서귀로97번길 51, 바다약국 101호호 ",33.2539879848355,126.506975247499,강정동
79,제일약국,제주특별자치도 서귀포시 성산읍 동류암로36번길  23,33.4496175289055,126.915076362584,성산읍 고성리
80,서울약국,제주특별자치도 서귀포시 중정로 71 ,33.2481821202082,126.564015682772,서귀동
81,동의당약국,제주특별자치도 서귀포시 이중섭로 1 ,33.2479152138296,126.564291924136,서귀동
82,율약국,제주특별자치도 서귀포시 중문로 1 ,33.2520022255776,126.422993539855,중문동
83,신세계온누리약국,"제주특별자치도 서귀포시 월드컵로 8, 104호 ",33.2489939885441,126.507323170982,강정동
84,소아약국,제주특별자치도 서귀포시 표선면 표선중앙로 84 ,33.3258348751557,126.832863900483,표선면 표선리
85,현강약국,제주특별자치도 서귀포시 동문로 5 ,33.2523432454262,126.562068685543,서귀동
86,온세상건강약국,제주특별자치도 서귀포시 표선면 표선동서로 225 ,33.3242518318003,126.831621729203,표선면 표선리
87,대정온누리약국,"제주특별자치도 서귀포시 대정읍 하모중앙로 76, 1층 3호",33.2213903495082,126.251812065618,대정읍 하모리
88,천제연약국,제주특별자치도 서귀포시 천제연로 174 ,33.2517062198499,126.423226092273,중문동
89,삼일약국,제주특별자치도 서귀포시 중앙로 37 ,33.2479974051684,126.561587313729,서귀동
90,한빛약국,제주특별자치도 서귀포시 장수로 36 ,33.2564622330675,126.564245533587,동홍동
91,시계탑약국,제주특별자치도 서귀포시 대정읍 하모이삼로 34-4 ,33.2233238414519,126.251209467497,대정읍 하모리
92,민제약국,제주특별자치도 서귀포시 중정로 66-2 ,33.2477884082003,126.563535837662,서귀동
93,화순약국,제주특별자치도 서귀포시 안덕면 화순로 113,33.2463068834185,126.334180284077,안덕면 화순리
94,프라자약국,제주특별자치도 서귀포시 대정읍 신영로 109,33.2218064855758,126.253935920973,대정읍 하모리
95,조광약국,제주특별자치도 서귀포시 남원읍 태위로 633,33.2781178943366,126.71437155289,남원읍 남원리
96,메디팜현대약국,제주특별자치도 서귀포시 대정읍 하모상가로 27,33.2216721913996,126.251706686481,대정읍 하모리
97,새한약국,제주특별자치도 서귀포시 성산읍 성산중앙로 39,33.4633253108461,126.933308138528,성산읍 성산리
98,제주사랑약국,제주특별자치도 서귀포시 성산읍 고성오조로 74,33.4502517271223,126.914951841146,성산읍 고성리
99,조약국,제주특별자치도 서귀포시 중앙로 108 ,33.2542217317913,126.561131164925,동홍동
100,일품약국,"제주특별자치도 제주시 제원1길 23, 1층 103호 ",33.4891724126832,126.486909184144,연동
101,푸른약국,"제주특별자치도 제주시 화삼북로 63, 삼화빌딩 1층 102호 ",33.5174991708227,126.579866759828,삼양이동
102,시온온누리약국,"제주특별자치도 제주시 중앙로 299, 1층 ",33.4944036527446,126.534643601759,이도이동
103,365건강온누리약국,"제주특별자치도 제주시 서광로 301, 1층 ",33.5008427104047,126.528435749276,이도일동
104,구좌약국,"제주특별자치도 제주시 구좌읍 구좌로 40, 1층",33.5232790282259,126.855667474488,구좌읍 세화리
105,둘셋약국,"제주특별자치도 제주시 연삼로 395, 1층 ",33.4951718158437,126.533757635336,이도이동
106,핑크약국,"제주특별자치도 제주시 애월읍 애월로 109, 1층",33.4648651779604,126.319188072199,애월읍 애월리
107,큰곰약국,"제주특별자치도 제주시 우평로 338, 1층 ",33.4841944587667,126.430534621471,외도일동
108,오름아래약국,"제주특별자치도 제주시 삼무로 18, 제주연동 하우스디어반 105호 ",33.4895983510098,126.488660583969,연동
109,우리아빠약국,"제주특별자치도 제주시 일주동로 255, 1층 ",33.5206342191569,126.572210822067,화북일동
110,지아약국,"제주특별자치도 제주시 억삼길 35-57, 가동 1층 4호 ",33.4917415285373,126.471259738003,이호이동
111,유진약국,제주특별자치도 제주시 관덕로 60 ,33.5129407733201,126.525711640813,일도일동
112,관덕정약국,제주특별자치도 제주시 관덕로 18 ,33.5128949650123,126.52127964585,삼도이동
113,다정온누리약국,"제주특별자치도 제주시 건주로 33, 1층 ",33.5164443483682,126.580996759829,도련일동
114,우리약국,제주특별자치도 제주시 서광로 195 ,33.5001905139285,126.517434116968,삼도일동
