id,date,강정동,남원읍,대정읍,동홍동,성산읍,애월읍,연동,이도동,조천읍,한림읍,화북동,year,month,day
378,2023-11-25,9,8,6,8,8,6,11,6,9,8,5,2023,11,25
379,2023-11-26,8,10,8,9,10,6,12,7,11,10,7,2023,11,26
380,2023-11-27,24,21,21,17,25,20,25,21,26,24,24,2023,11,27
381,2023-11-28,29,27,23,12,22,21,24,20,22,23,20,2023,11,28
382,2023-11-29,14,14,12,11,13,10,15,11,13,13,13,2023,11,29
383,2023-12-01,7,9,7,7,8,7,9,6,9,9,7,2023,12,1
384,2023-12-02,11,11,10,12,10,10,14,11,13,11,9,2023,12,2
385,2023-12-03,21,21,18,21,18,15,20,16,18,17,17,2023,12,3
386,2023-12-04,11,16,12,14,10,9,13,9,13,12,10,2023,12,4
387,2023-12-05,8,13,13,11,13,11,16,12,17,15,14,2023,12,5
388,2023-12-06,45,36,40,38,30,38,38,37,38,44,40,2023,12,6
389,2023-12-07,20,20,18,20,19,16,20,16,17,19,16,2023,12,7
390,2023-12-08,24,26,21,24,27,20,24,20,23,23,20,2023,12,8
391,2023-12-09,13,15,12,14,17,11,18,15,17,14,16,2023,12,9
392,2023-12-10,9,12,8,11,11,10,11,10,10,11,10,2023,12,10
393,2023-12-11,4,7,5,6,9,5,7,6,7,7,6,2023,12,11
394,2023-12-12,4,6,4,5,6,4,6,3,7,7,4,2023,12,12
395,2023-12-13,5,8,5,6,9,5,8,5,8,8,8,2023,12,13
396,2023-12-14,5,8,4,8,10,5,10,9,6,7,8,2023,12,14
397,2023-12-15,5,9,7,10,7,7,7,6,9,9,6,2023,12,15
398,2023-12-16,7,7,7,8,7,9,11,6,11,10,6,2023,12,16
399,2023-12-17,6,7,6,7,6,6,9,4,10,8,5,2023,12,17
400,2023-12-18,7,7,6,8,6,6,9,5,8,8,5,2023,12,18
401,2023-12-19,4,8,6,6,7,5,9,5,9,7,5,2023,12,19
402,2023-12-20,15,16,14,13,16,14,17,13,16,16,14,2023,12,20
403,2023-12-21,6,8,5,7,7,6,9,5,9,8,5,2023,12,21
404,2023-12-22,4,8,5,6,6,5,9,14,10,7,5,2023,12,22
405,2023-12-23,7,9,7,10,7,7,10,14,10,9,6,2023,12,23
406,2023-12-24,21,18,21,18,18,19,21,14,21,22,18,2023,12,24
407,2023-12-25,21,23,20,22,22,17,23,18,20,20,19,2023,12,25
408,2023-12-26,25,25,23,25,22,19,27,24,24,26,23,2023,12,26
409,2023-12-27,20,24,21,21,22,19,22,21,27,25,21,2023,12,27
410,2023-12-28,17,23,22,20,22,18,22,21,27,23,24,2023,12,28
411,2023-12-29,27,39,41,30,43,36,42,41,45,41,41,2023,12,29
412,2023-12-30,24,27,23,27,32,25,31,29,34,30,31,2023,12,30
413,2024-01-01,22,26,26,24,22,24,26,25,28,27,26,2024,1,1
414,2024-01-02,14,25,23,21,24,19,24,24,24,24,23,2024,1,2
415,2024-01-03,19,21,22,22,22,20,23,22,21,24,21,2024,1,3
416,2024-01-04,24,28,27,25,26,23,29,26,27,27,25,2024,1,4
417,2024-01-05,24,25,23,24,21,25,24,21,22,28,20,2024,1,5
418,2024-01-06,17,24,24,20,24,22,26,23,25,24,23,2024,1,6
419,2024-01-07,11,13,12,13,12,12,15,10,13,12,10,2024,1,7
420,2024-01-08,7,11,7,9,9,6,10,6,10,10,6,2024,1,8
421,2024-01-09,7,12,6,7,7,7,10,7,19,10,8,2024,1,9
