ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202301,퀸스,제주시,연동,제주시내,한식,단품요리 전문,0.11,0.03,0,0,0.01,0.01,-0.01,1,다나06a99b
202301,가락국수,제주시,연동,제주시내,한식,면류,2.59,3.07,0.09,0.65,0.32,1.93,-1.93,13511,다나06a99b
202301,부커피,제주시,용담2동,제주시내,한식,커피,0.08,0.18,0.08,0.96,0.08,0.9,-0.9,11734,다다06a03a
202301,논짓물,제주시,연동,제주시내,한식,가정식,1.03,0.45,1.09,3,1.15,2.76,-2.76,13963,다다06a00a
202301,연포낙지,제주시,연동,제주시내,한식,낙지,0.08,0.03,0,0,0.01,0.01,-0.01,2,다나06a99b
202301,하얼빈양꼬치,제주시,연동,제주시내,주점및주류판매,꼬치구이,0.55,0.18,0,0,0.05,0.08,-0.08,2257,다나06a99b
202301,더블에스,제주시,연동,제주시내,한식,단품요리 전문,0.43,0.06,0,0,0.04,0.03,-0.03,546,다나06a99b
202301,보롬왓국수,제주시,연동,제주시내,한식,면류,0.97,1.39,0.36,2.6,0.43,2.84,-2.84,14001,다다06a00a
202301,아싸살아있네,제주시,연동,제주시내,아시아음식,일식,1.67,0.6,0.17,0.35,0.32,0.57,-0.57,9936,다나06a99b
202301,커피베이 제주공항국내선1호점,제주시,용담2동,제주시내,음료,커피,0.81,3.98,0.37,7.69,0.43,8.34,-8.34,14673,다다06a02a
202301,(주)신세계푸드 한국공항공사 제주지역본부 직원식당,제주시,용담2동,제주시내,한식,구내식당/푸드코트,0.19,1.39,0,0.08,0.02,0.69,-0.69,10741,다다06a02a
202301,삼대국수회관 신제주점,제주시,연동,제주시내,한식,가정식,1.33,2.59,0.18,1.42,0.29,2.37,-2.37,13811,다나06a99b
202301,초원오리,제주시,연동,제주시내,한식,오리,1.11,0.48,0.01,0.03,0.11,0.24,-0.24,5977,다나06b99b
202301,30년일소추어탕,제주시,연동,제주시내,한식,추어탕,0.08,0.15,0.01,0.13,0.02,0.18,-0.18,4622,다다06b00a
202301,궁한스샤브신제주점,제주시,연동,제주시내,한식,샤브샤브,4.01,0.96,0.01,0.02,0.37,0.44,-0.44,8842,다나06b99a
202301,연동빵집,제주시,연동,제주시내,간식,베이커리,1.12,1.69,0.01,0.09,0.11,0.83,-0.83,11479,다나06b99b
202301,당근포차,제주시,연동,제주시내,한식,단품요리 전문,0.23,0.24,0.01,0.05,0.03,0.15,-0.15,3998,다나06b99b
202301,꽃보다소제주연동점,제주시,연동,제주시내,한식,단품요리 전문,0.3,0.27,0.01,0.03,0.04,0.15,-0.15,3999,다다06b00a
202301,커피핌,제주시,연동,제주시내,한식,커피,0.05,0.18,0.01,0.17,0.01,0.23,-0.23,5743,다나06b99b
202301,황가네 뚝배기,제주시,연동,제주시내,한식,가정식,0.27,0.3,0.18,0.85,0.2,0.86,-0.86,11570,다다06b00a
202301,영화루,제주시,연동,제주시내,아시아음식,중식,2.62,4.37,0.03,0.28,0.27,2.2,-2.2,13719,다나06b99b
202301,뼈감만족,제주시,연동,제주시내,한식,가정식,0.01,0.03,0,0,0,0.01,-0.01,3,다나06b99b
202301,테라스탱고,제주시,연동,제주시내,한식,가정식,2.45,4.04,0.04,0.73,0.26,2.42,-2.42,13839,다다06b00a
202301,오늘김밥,제주시,연동,제주시내,한식,분식,0.87,2.74,0.03,0.62,0.11,1.75,-1.75,13356,다나06b99b
