ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202110,제주해물상회,제주시,한림읍,한림읍,한식,단품요리 전문,0.34,0.11,0.11,0.23,0.13,0.22,-0.18,13792,나나80b87b
202110,곱뜨락아띠,제주시,한경면,한경면,한식,단품요리 전문,0,0,0.03,0.16,0.02,0.13,-0.09,11291,나나81a78a
202110,모슬포동태탕,서귀포시,대정읍,대정읍,한식,단품요리 전문,0.32,0.26,0.03,0.15,0.04,0.2,-0.13,12620,나나83b70a
202110,제주인의밥상,서귀포시,대정읍,대정읍,한식,가정식,0.11,0.08,0.07,0.31,0.08,0.28,-0.11,12190,나나83b70a
202110,제주바다,서귀포시,대정읍,대정읍,아시아음식,일식,0.54,0.5,0.03,0.08,0.06,0.2,-0.05,9788,나나83b70a
202110,덕승식당,서귀포시,대정읍,대정읍,한식,가정식,0.55,0.29,0.28,0.88,0.31,0.81,-0.11,12249,나나83b70a
202110,제주만덕회센터,서귀포시,대정읍,대정읍,아시아음식,회,0.08,0.03,0.01,0.04,0.01,0.04,0.03,1685,나나83b70a
202110,주식회사 모슬포마라수산시장,서귀포시,대정읍,대정읍,한식,회,0.07,0.03,0.01,0.03,0.01,0.03,-0.02,7444,나나83b70a
202110,글라몬딱,서귀포시,대정읍,대정읍,한식,가정식,0.32,0.21,0.03,0.11,0.04,0.15,-0.02,7276,나나83b70a
202110,재클린디저트모슬포점,서귀포시,대정읍,대정읍,한식,단품요리 전문,0.45,0.97,0.02,0.21,0.04,0.43,-0.11,11983,나나83b70a
202110,모슬포제빵소(멕시코요리),서귀포시,대정읍,대정읍,간식,베이커리,0.84,1.34,0.06,0.77,0.11,1,-1,17002,나나83b70a
202110,요리하는 김선장,서귀포시,대정읍,대정읍,한식,단품요리 전문,0.18,0.05,0.09,0.16,0.1,0.15,0.01,2627,나나83b70a
202110,호정이네,서귀포시,대정읍,대정읍,한식,가정식,0.1,0.05,0.12,0.41,0.12,0.35,-0.23,14524,나나83b70a
202110,부가네얼큰이모슬포점,서귀포시,대정읍,대정읍,한식,가정식,0.16,0.21,0,0.01,0.01,0.06,0.02,2253,나나83b70a
202110,가람,서귀포시,대정읍,대정읍,한식,단품요리 전문,0.45,0.39,0.02,0.08,0.05,0.17,-0.02,7847,나나83b70a
202110,통통,서귀포시,대정읍,대정읍,한식,가정식,0.7,0.24,0.03,0.09,0.07,0.14,-0.07,10657,나나83b70a
202110,숙성가,서귀포시,대정읍,대정읍,한식,가정식,0.49,0.19,0.01,0.03,0.04,0.08,-0.04,9012,나나83b70a
202110,산우,서귀포시,대정읍,대정읍,아시아음식,일식,0.19,0.13,0.03,0.1,0.04,0.12,-0.04,8874,나나83b70a
202110,가파도수산,서귀포시,대정읍,대정읍,아시아음식,회,0.16,0.08,0.18,0.48,0.18,0.42,-0.19,13914,나나83b70a
202110,제2덕승,서귀포시,대정읍,대정읍,한식,가정식,0.55,0.42,0.08,0.32,0.11,0.38,0.02,2066,나나83b70a
202110,느영나영혼듸모영,서귀포시,대정읍,대정읍,한식,가정식,1.97,1.66,0.02,0.1,0.13,0.53,-0.16,13458,나나83b70a
202110,동현,서귀포시,대정읍,대정읍,한식,가정식,0.18,0.16,0.04,0.13,0.05,0.15,0.09,790,나나83b70a
202110,모슬포수산식당,서귀포시,대정읍,대정읍,한식,회,0.16,0.05,0.02,0.03,0.02,0.04,-0.03,8240,나나83b70a
202110,함구삭당,서귀포시,대정읍,대정읍,한식,가정식,1.62,0.87,0.19,0.63,0.28,0.75,-0.29,15133,나나83b70a
202110,푸라닭대정점,서귀포시,대정읍,대정읍,한식,치킨,0.88,1.08,0.02,0.14,0.07,0.41,0.18,398,나나83b70a
202110,바당포구,서귀포시,대정읍,대정읍,한식,가정식,0.17,0.05,0.05,0.14,0.06,0.13,-0.03,8433,나나83b70a
202110,햇살국수,서귀포시,대정읍,대정읍,한식,면류,0.14,0.19,0.01,0.12,0.02,0.15,-0.06,10191,나나83b70a
202110,네네치킨대정점,서귀포시,대정읍,대정읍,패스트푸드,치킨,0.74,0.89,0.02,0.16,0.06,0.37,-0.07,10678,나나83b70a
202110,수눌음,서귀포시,대정읍,대정읍,한식,가정식,2.06,0.87,0.43,1.22,0.54,1.24,-0.61,16494,나나83b70a
202110,해리네,서귀포시,대정읍,대정읍,한식,단품요리 전문,0.75,0.24,0.12,0.18,0.16,0.21,-0.05,9333,나나83b70a
202110,가마솥국밥,서귀포시,대정읍,대정읍,한식,국밥,0.81,1.37,0.02,0.26,0.07,0.58,-0.32,15353,나나83b70a
202110,하모식당,서귀포시,대정읍,대정읍,한식,가정식,0.44,0.05,0.01,0.04,0.03,0.05,-0.03,8574,나나83b70a
