ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202303,경희네몽생이,제주시,연동,제주시내,한식,가정식,0.83,0.27,0.01,0.04,0.07,0.21,-0.11,4414,다나06a99b
202303,즉석,제주시,연동,제주시내,한식,단품요리 전문,0.3,0.27,0.02,0.1,0.04,0.27,-0.14,5222,다나06a99b
202303,신제주신신불닭발연동,제주시,연동,제주시내,한식,치킨,2.05,1.23,0.04,0.2,0.2,0.97,-0.31,8561,다나06a99b
202303,빌라누스,제주시,연동,제주시내,한식,단품요리 전문,1.63,0.72,0.07,0.32,0.19,0.76,-0.52,10845,다나06a99b
202303,어신횟집,제주시,연동,제주시내,일식.회,회,0.73,0.21,0.07,0.2,0.12,0.32,-0.17,6000,다다06a00a
202303,화룡양꼬치,제주시,연동,제주시내,주점및주류판매,꼬치구이,5.15,1.6,0.08,0.24,0.48,1.24,-0.57,11199,다나06a99b
202303,풍요로움,제주시,연동,제주시내,주점및주류판매,포장마차,0.98,0.24,0.01,0.04,0.09,0.19,-0.09,3836,다나06a99b
202303,또순이모부페,제주시,연동,제주시내,한식,뷔페,0.37,0.39,0,0.04,0.03,0.29,0.04,278,다나06a99b
202303,롯데리아 제주공항국내선탑승점,제주시,용담2동,제주시내,패스트푸드,햄버거,9.12,23.46,3.87,76.9,4.46,87.33,-43.07,14992,다다06a02a
202303,민속찻집석화,제주시,연동,제주시내,카페,커피,0.02,0.03,0,0,0,0.02,0,742,다다06a00a
202303,바론,제주시,연동,제주시내,한식,단품요리 전문,1.94,3.58,0.06,0.89,0.2,3.12,-1.8,14005,다다06a00b
202303,연동계수나무집,제주시,연동,제주시내,한식,가정식,1.53,0.72,0.13,0.2,0.24,0.65,-0.38,9461,다나06a99b
202303,참맛나흑돼지,제주시,연동,제주시내,한식,돼지고기,0.6,0.18,0.1,0.18,0.14,0.29,-0.18,6112,다다06b00a
202303,맛스타,제주시,연동,제주시내,한식,단품요리 전문,1.71,0.78,0,0.02,0.14,0.52,-0.39,9587,다다06b00a
202303,차돌집,제주시,연동,제주시내,한식,차돌,9.34,2.89,0.37,1.08,1.07,2.85,-1.47,13755,다다06b00a
202303,신사본가송탄부대찌개,제주시,연동,제주시내,한식,단품요리 전문,0.83,0.72,0.03,0.18,0.09,0.63,-0.22,7099,다다06b00a
202303,서머셋,제주시,연동,제주시내,한식,단품요리 전문,0.05,0.09,0.04,0.2,0.04,0.25,-0.21,6807,다다06b00a
202303,예쁜술자리,제주시,연동,제주시내,한식,단품요리 전문,0,0,0.02,0.02,0.02,0.02,0.01,640,다다06b00a
202303,중화루,제주시,연동,제주시내,아시아음식,중식,0.71,0.66,0,0.02,0.06,0.44,-0.11,4415,다다06b00a
202303,토크쇼신제주점,제주시,연동,제주시내,한식,단품요리 전문,0.11,0.06,0,0.02,0.01,0.06,-0.01,1005,다나06b99b
202303,오봉집연동점,제주시,연동,제주시내,한식,가정식,2.08,0.96,0.05,0.3,0.21,0.9,-0.54,11004,다다06b00b
202303,제쭈도,제주시,연동,제주시내,한식,가정식,0.9,0.42,0.03,0.1,0.09,0.36,-0.24,7381,다나06b99b
202303,국민닭발,제주시,연동,제주시내,한식,치킨,0.32,0.21,0.01,0.06,0.03,0.19,-0.09,3837,다다06b00a
202303,부가네얼큰이 연동점,제주시,연동,제주시내,피자.치킨.햄버거,치킨,0.44,0.39,0.02,0.1,0.06,0.34,-0.23,7324,다나06b99b
202303,부산할매아구찜연동점,제주시,연동,제주시내,한식,아구찜,1.46,0.63,0.01,0.06,0.12,0.46,-0.14,5223,다다06b00a
202303,깜돈흑돼지,제주시,연동,제주시내,한식,돼지고기,1.01,0.09,0.05,0.14,0.13,0.19,-0.09,3838,다다06b00a
202303,수목원집밥,제주시,연동,제주시내,한식,가정식,0.33,0.18,0.03,0.23,0.05,0.33,-0.32,8738,다다06b00a
202303,황금어장,제주시,연동,제주시내,한식,가정식,4.7,1.66,0.72,1.66,1.06,2.62,-1.45,13729,다나06b99b
202303,산전수전 인생역전,제주시,연동,제주시내,한식,가정식,2.39,1.26,0.06,0.3,0.24,1.09,-0.51,10836,다나06b99b
202303,베네토,제주시,연동,제주시내,한식,단품요리 전문,0.37,1.26,0,0.1,0.03,0.9,-0.64,11626,다다06b00a
202303,영화루,제주시,연동,제주시내,아시아음식,중식,2.63,3.82,0.02,0.28,0.23,2.7,-1.32,13558,다나06b99b
202303,성게애빠져,제주시,연동,제주시내,한식,단품요리 전문,1.33,0.24,0.07,0.14,0.17,0.29,-0.08,3488,다나06b99b
202303,뼈감만족,제주시,연동,제주시내,한식,가정식,0.15,0.06,0,0,0.01,0.04,-0.03,1782,다나06b99b
202303,피자쿠치나신제주점,제주시,연동,제주시내,패스트푸드,피자,0.37,0.3,0.01,0.08,0.04,0.27,-0.19,6359,다나06b99b
202303,새라키친,제주시,연동,제주시내,한식,단품요리 전문,0.02,0.03,0,0,0,0.02,-0.01,1085,다나06b99b
202303,엘스테이바베큐하우스,서귀포시,대천동,서귀포시내,한식,가정식,0.01,0.03,0,0.04,0,0.06,-0.02,1352,다나06a72a
202303,제주정,제주시,삼양동,제주시내,한식,가정식,3.8,3.01,0.03,0.2,0.32,2.1,-0.9,12658,다다14a03b
202303,비에이치씨삼화점,제주시,삼양동,제주시내,패스트푸드,치킨,2.02,1.99,0,0.02,0.16,1.28,-0.67,11778,다다14b03a
202303,영평가시나물마을회,제주시,아라동,제주시내,한식,가정식,7.3,0.81,0.15,0.22,0.71,0.73,-0.44,10136,다나14a94b
202303,메가엠지씨커피제주삼화지구점,제주시,삼양동,제주시내,한식,커피,3.02,16.5,0.02,1.08,0.26,11.49,-6.19,14887,다다14b03a
202303,샐러데이즈 제주삼화점,제주시,삼양동,제주시내,기타,도시락,0.03,0.09,0,0,0,0.06,-0.06,2811,다다14b03a
202303,원더러스트제주,제주시,아라동,제주시내,음료,커피,0.08,0.36,0,0.02,0.01,0.25,-0.06,2812,다나14b98a
202303,삼화주구,제주시,삼양동,제주시내,한식,단품요리 전문,1.48,0.75,0.01,0.04,0.13,0.52,-0.23,7325,다다14b03a
202303,제주왕족보 삼화점,제주시,삼양동,제주시내,한식,가정식,0.09,0.06,0,0,0.01,0.04,-0.02,1400,다다14b03b
202303,추억소환 음악호프,제주시,삼양동,제주시내,주점,주류,0.87,0.39,0.02,0.08,0.08,0.32,-0.29,8321,다다14b03b
202303,방방파티,제주시,삼양동,제주시내,한식,단품요리 전문,0.67,0.78,0.02,0.14,0.07,0.63,-0.2,6611,다다14b03a
202303,달콤한마카롱,제주시,삼양동,제주시내,베이커리.디저트,베이커리,0.04,0.12,0,0.02,0.01,0.1,-0.03,1783,다다14b03b
202303,제주형제분식,제주시,삼양동,제주시내,간식,분식,1.14,2.29,0.01,0.23,0.1,1.67,-1.21,13366,다다15a03b
202303,착한정육식당,제주시,삼양동,제주시내,한식,고기,0.98,0.54,0.05,0.04,0.13,0.38,-0.2,6612,다다15a02a
202303,흑섬,제주시,삼양동,제주시내,한식,가정식,2.43,0.6,0.26,0.55,0.43,0.9,-0.59,11370,다다15a04b
202303,페리카나 도련점,제주시,삼양동,제주시내,피자.치킨.햄버거,치킨,0.5,0.51,0.01,0.02,0.05,0.34,-0.22,7100,다다15a02b
202303,주식회사 아이엔케이,제주시,삼양동,제주시내,한식,단품요리 전문,0.79,0.09,0.09,0.06,0.15,0.11,-0.03,1784,다다15a04b
202303,삼양다맛,제주시,삼양동,제주시내,한식,가정식,0.1,0.15,0.01,0.08,0.01,0.17,-0.09,4017,다다15b04a
202303,에이바우트커피봉개점,제주시,봉개동,제주시내,음료,커피,2.19,8.34,0.04,1.64,0.21,6.84,-3.64,14656,다다15b00a
202303,자담치킨 보목점,서귀포시,송산동,서귀포시내,피자.치킨.햄버거,치킨,0.77,0.69,0.01,0.06,0.07,0.5,-0.27,7961,다나15b72b
202303,원비삼계탕봉개점,제주시,봉개동,제주시내,한식,삼계탕,0.16,0.12,0,0,0.01,0.08,-0.04,2222,다나16a99b
202303,제주혁이네해장국,서귀포시,효돈동,서귀포시내,한식,해장국,1.48,1.51,0.04,0.41,0.15,1.34,-0.72,12044,다나16a74b
202303,탐나는식당몸국.고사리해장국,서귀포시,효돈동,서귀포시내,한식,해장국,0.39,0.42,0.15,1.18,0.18,1.38,-0.75,12146,다나17a75b
202303,서양차관,서귀포시,효돈동,서귀포시내,한식,단품요리 전문,0.07,0.09,0.01,0.08,0.02,0.13,0,743,다나17b72b
