ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202111,제주해물상회,제주시,한림읍,한림읍,한식,단품요리 전문,0,0,0.03,0.06,0.03,0.05,-0.01,6329,나나80b87b
202111,곱뜨락아띠,제주시,한경면,한경면,한식,단품요리 전문,0.24,0.06,0,0.04,0.02,0.05,-0.01,6271,나나81a78a
202111,호정이네,서귀포시,대정읍,대정읍,한식,가정식,0.11,0.14,0.14,0.47,0.14,0.43,-0.31,14884,나나83b70a
202111,제주인의밥상,서귀포시,대정읍,대정읍,한식,가정식,0.26,0.29,0.1,0.44,0.12,0.45,-0.28,14623,나나83b70a
202111,돈지식당,서귀포시,대정읍,대정읍,한식,회,1,0.38,0.24,0.62,0.3,0.63,-0.16,12779,나나83b70a
202111,바당포구,서귀포시,대정읍,대정읍,한식,가정식,0.08,0.06,0,0,0.01,0.02,0.08,1103,나나83b70a
202111,소담아구찜,서귀포시,대정읍,대정읍,한식,아구찜,0.68,0.67,0.01,0.05,0.06,0.23,-0.17,12971,나나83b70a
202111,산방흑돼지순대대정점,서귀포시,대정읍,대정읍,한식,순대,0.64,1.13,0.01,0.12,0.05,0.41,-0.19,13306,나나83b70a
202111,황칠족발2호점,서귀포시,대정읍,대정읍,한식,족발,1.68,1.25,0.04,0.18,0.15,0.5,-0.13,11920,나나83b70a
202111,최남단식당,서귀포시,대정읍,대정읍,한식,가정식,2.05,0.76,0.42,0.42,0.55,0.56,-0.31,14933,나나83b70a
202111,요리하는 김선장,서귀포시,대정읍,대정읍,한식,단품요리 전문,0,0,0.15,0.28,0.15,0.24,-0.08,10011,나나83b70a
202111,하모식당,서귀포시,대정읍,대정읍,한식,가정식,0.01,0.03,0.02,0.08,0.02,0.07,-0.05,8646,나나83b70a
202111,통통,서귀포시,대정읍,대정읍,한식,가정식,0.64,0.23,0.04,0.09,0.08,0.14,-0.07,9770,나나83b70a
202111,모슬포수산식당,서귀포시,대정읍,대정읍,한식,회,0.07,0.03,0.01,0.01,0.01,0.02,-0.01,6063,나나83b70a
202111,제주바다,서귀포시,대정읍,대정읍,아시아음식,일식,0.73,0.52,0.09,0.18,0.13,0.3,-0.15,12428,나나83b70a
202111,부가네얼큰이모슬포점,서귀포시,대정읍,대정읍,한식,가정식,0.08,0.17,0,0.02,0.01,0.07,0.01,3354,나나83b70a
202111,모슬포제빵소(멕시코요리),서귀포시,대정읍,대정읍,간식,베이커리,0.78,1.54,0.11,1.2,0.16,1.44,-1.44,17147,나나83b70a
202111,오븐에빠진닭모슬포점,서귀포시,대정읍,대정읍,패스트푸드,치킨,0.71,0.78,0.05,0.27,0.1,0.45,-0.23,14021,나나83b70a
202111,가파도수산,서귀포시,대정읍,대정읍,아시아음식,회,0.13,0.09,0.23,0.55,0.24,0.49,-0.26,14407,나나83b70a
202111,우사미,서귀포시,대정읍,대정읍,아시아음식,일식,2.68,0.7,0.22,0.23,0.39,0.39,-0.25,14267,나나83b70a
202111,바빈스커피모슬포점,서귀포시,대정읍,대정읍,음료,커피,0.65,1.57,0.01,0.19,0.05,0.6,-0.38,15405,나나83b70a
