ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202202,초이당,서귀포시,남원읍,남원읍,한식,단품요리 전문,1.09,1.73,0.21,2.82,0.26,3.18,-0.12,11656,다나28a76b
202202,카페 서연의집,서귀포시,남원읍,남원읍,음료,커피,0.32,0.52,0.18,2.7,0.19,2.63,-0.15,12031,다나21a75b
202202,동백점빵,서귀포시,남원읍,남원읍,한식,베이커리,0.04,0.13,0.11,2.39,0.11,2.22,4.17,2,다나19b79a
202202,동방낭,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.04,0.2,0.06,2.19,0.06,2.06,2.81,5,다나23a76a
202202,메가엠지씨커피 제주남원점,서귀포시,남원읍,남원읍,음료,커피,1.07,5.28,0.05,2.19,0.1,3.87,-0.05,9571,다나27a76b
202202,모노클제주,서귀포시,남원읍,남원읍,한식,커피,0.59,1.01,0.14,1.73,0.16,1.93,0.08,2081,다나24a76a
202202,와랑와랑,서귀포시,남원읍,남원읍,음료,커피,0.22,0.39,0.1,1.6,0.11,1.59,0.14,981,다나23a75b
202202,공천포식당,서귀포시,남원읍,남원읍,한식,가정식,0.36,0.36,0.22,1.48,0.23,1.47,0.36,165,다나20a75a
202202,동선제면가,서귀포시,남원읍,남원읍,한식,가정식,0.46,0.42,0.17,1.43,0.18,1.45,0.08,1818,다나20b75b
202202,파리바게뜨제주남원점,서귀포시,남원읍,남원읍,간식,베이커리,4.18,7.2,0.07,1.4,0.26,3.84,0.12,1123,다나27a76b
202202,제주머슴네,서귀포시,남원읍,남원읍,한식,가정식,0.09,0.16,0.08,1.35,0.08,1.29,0.18,629,다나23b76b
202202,범일분식,서귀포시,남원읍,남원읍,간식,분식,0.44,0.62,0.11,1.17,0.13,1.29,-0.19,12552,다나27a76b
202202,만월당,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.25,0.16,0.26,1.14,0.27,1.09,0.5,83,다나26a76b
202202,주식회사 미스터크랩태흥,서귀포시,남원읍,남원읍,한식,단품요리 전문,2.06,0.81,0.45,1.13,0.54,1.31,-0.12,11657,다나30a77b
202202,이디야커피 제주남원점,서귀포시,남원읍,남원읍,음료,커피,0.7,1.96,0.03,1.06,0.06,1.66,0.37,164,다나27a76b
202202,위미항활어회센터,서귀포시,남원읍,남원읍,한식,회,0.71,0.33,0.23,0.97,0.25,1,-0.18,12531,다나22a75b
202202,카페지니,서귀포시,남원읍,남원읍,음료,커피,1.19,2.28,0.06,0.96,0.11,1.68,-0.06,9575,다나19b75a
202202,주식회사 일구공,서귀포시,남원읍,남원읍,패스트푸드,햄버거,0.94,0.72,0.19,0.92,0.23,1.09,-0.17,12404,다나28a76b
202202,모카,서귀포시,남원읍,남원읍,한식,커피,0.14,0.26,0.05,0.86,0.05,0.87,0.25,346,다나31a78a
202202,그리울땐제주,서귀포시,남원읍,남원읍,한식,커피,0.16,0.33,0.05,0.81,0.06,0.85,-0.01,6866,다나32a79a
202202,큰엉식당,서귀포시,남원읍,남원읍,한식,단품요리 전문,0,0,0.23,0.79,0.23,0.72,0.1,1534,다나25b76a
202202,숑,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.09,0.3,0.03,0.71,0.03,0.75,-0.13,11720,다나20a75a
202202,강원수산&남원동,서귀포시,남원읍,남원읍,아시아음식,회,0.02,0.03,0.15,0.7,0.15,0.65,0.06,2701,다나25b76a
202202,미깡,서귀포시,남원읍,남원읍,음료,커피,0.05,0.06,0.05,0.69,0.05,0.65,0.31,235,다나18a76b
202202,오리프,서귀포시,남원읍,남원읍,한식,오리,0.22,0.33,0.05,0.68,0.06,0.73,0.12,1161,다나23a76a
202202,수와래베이커리,서귀포시,남원읍,남원읍,간식,베이커리,0.74,0.91,0.04,0.68,0.07,0.94,-0.31,13305,다나20b75b
202202,이루후제,서귀포시,남원읍,남원읍,한식,가정식,1.18,1.11,0.07,0.65,0.12,0.99,-0.13,11721,다나18b74b
202202,위미동백식당,서귀포시,남원읍,남원읍,한식,가정식,0.08,0.06,0.07,0.65,0.07,0.62,0.42,115,다나23a76a
202202,섬소나이,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.49,0.26,0.08,0.6,0.1,0.64,0.04,3131,다나21b76a
202202,이디야위미점,서귀포시,남원읍,남원읍,음료,커피,0.42,1.31,0.02,0.6,0.04,1.01,-0.15,12097,다나21a76a
202202,남원흑돼지연탄골목,서귀포시,남원읍,남원읍,한식,고기,0.08,0.03,0.26,0.59,0.26,0.55,-0.21,12791,다나25b76a
202202,호꼼,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.09,0.13,0.06,0.59,0.06,0.58,-0.18,12451,다나20a75a
202202,제주어향원,서귀포시,남원읍,남원읍,한식,가정식,0.23,0.16,0.18,0.56,0.18,0.57,0.1,1424,다나27b76b
202202,낭 커피,서귀포시,남원읍,남원읍,한식,커피,1.15,2.25,0.03,0.54,0.08,1.29,-0.2,12639,다나17a78a
202202,흑돼지패밀리,서귀포시,남원읍,남원읍,한식,돼지고기,0.23,0.06,0.26,0.52,0.26,0.5,0.2,526,다나20b77b
202202,뙤미,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.14,0.23,0.05,0.52,0.06,0.56,0.02,4762,다나21a76a
202202,탐라밥상,서귀포시,남원읍,남원읍,한식,가정식,0.12,0.2,0.07,0.5,0.07,0.52,0.31,236,다나24b76a
202202,남원수제돈까스,서귀포시,남원읍,남원읍,한식,돈까스,0.64,0.69,0.05,0.48,0.08,0.69,0.02,4181,다나27a76b
202202,세러데이아일랜드,서귀포시,남원읍,남원읍,양식,양식,0.06,0.1,0.03,0.48,0.03,0.48,0.37,157,다나26b76b
202202,오뚜기과자점,서귀포시,남원읍,남원읍,간식,베이커리,0.23,0.62,0.02,0.48,0.03,0.66,0.14,889,다나21b76a
202202,공새미59,서귀포시,남원읍,남원읍,한식,가정식,0.05,0.06,0.07,0.47,0.07,0.45,0.3,256,다나19b75a
202202,루브린,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.32,0.42,0.03,0.47,0.04,0.58,-0.31,13306,다나24a75b
202202,올드패션,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.27,0.52,0.03,0.47,0.04,0.62,0.01,4779,다나24a76a
202202,일송회수산,서귀포시,남원읍,남원읍,아시아음식,회,0.07,0.06,0.07,0.46,0.07,0.44,0.02,4182,다나22a75b
202202,밥통,서귀포시,남원읍,남원읍,한식,가정식,0.64,0.49,0.06,0.46,0.08,0.59,-0.1,11026,다나29a77a
202202,교촌치킨 서귀포남원점,서귀포시,남원읍,남원읍,패스트푸드,치킨,0.75,1.04,0.05,0.46,0.08,0.79,0.06,2702,다나27b76b
202202,위미항면카페,서귀포시,남원읍,남원읍,한식,커피,0.09,0.16,0.05,0.46,0.05,0.48,0.09,1744,다나22a75b
