CMPNM_NM,ADSTRD_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE
고땡,정방동,한식,가정식,0.9371428571428572,0.5304761904761905,0.048095238095238094,0.13142857142857145,0.10666666666666667,0.2909523809523809
정육마당,오라동,한식,가정식,0.60875,0.65125,0.00375,0.0325,0.045,0.2675
서호웰니스카페,대륜동,음료,커피,0.02,0.19,0.0,0.01,0.0,0.08
이룸,이도2동,한식,단품요리 전문,0.06142857142857143,0.20857142857142857,0.00035714285714285714,0.009642857142857144,0.005714285714285714,0.08392857142857144
BHC성산점,성산읍,패스트푸드,치킨,0.39285714285714285,0.5471428571428572,0.04428571428571428,0.37857142857142856,0.0642857142857143,0.5114285714285715
감성커피(동홍점),동홍동,음료,커피,0.05733333333333333,0.392,0.0,0.04,0.004,0.15466666666666665
컬투치킨앤포차삼화점,삼양동,패스트푸드,치킨,0.37761904761904763,0.3628571428571429,0.002380952380952381,0.029047619047619048,0.02666666666666667,0.14714285714285713
미국식제주점,노형동,패스트푸드,햄버거,0.7154545454545455,0.8618181818181818,0.12454545454545456,0.6372727272727272,0.1918181818181818,0.859090909090909
민애,애월읍,한식,단품요리 전문,0.22999999999999998,0.515,0.01,0.275,0.035,0.54
우도이디중식,우도면,중식,중식,0.16,0.275,0.02,0.09,0.035,0.195
장위동유성등심집제주점,예래동,한식,가정식,2.3061764705882353,0.42470588235294116,0.1797058823529412,0.15558823529411764,0.3464705882352941,0.2802941176470588
스윗두두,한림읍,한식,단품요리 전문,0.06857142857142857,0.18285714285714286,0.0,0.02,0.004285714285714286,0.06714285714285714
또바기,노형동,한식,단품요리 전문,1.214516129032258,0.9174193548387097,0.009354838709677418,0.030645161290322583,0.11161290322580646,0.33064516129032256
볕이드는곳벧디용담점,용담2동,한식,가정식,0.1142857142857143,0.3678571428571429,0.0035714285714285718,0.09785714285714286,0.011428571428571429,0.22642857142857142
글램바,연동,한식,단품요리 전문,2.3758823529411766,0.3205882352941177,0.065,0.02764705882352941,0.25588235294117645,0.13823529411764707
부가네얼큰이노형점,노형동,한식,가정식,0.43142857142857144,0.4619047619047619,0.0033333333333333335,0.02238095238095238,0.03666666666666667,0.18047619047619048
심취,노형동,아시아음식,일식,0.879090909090909,0.5818181818181819,0.013636363636363636,0.034545454545454546,0.10363636363636365,0.24636363636363637
한아름분식,서홍동,간식,분식,0.16593750000000002,0.51,0.001875,0.04625,0.015625,0.2125
정희네손칼국수,표선면,한식,면류,0.5496153846153846,0.7607692307692309,0.023846153846153847,0.13615384615384615,0.07,0.3734615384615384
파스쿠찌 제주세화DI점,구좌읍,카페,커피,0.2383333333333333,0.8258333333333333,0.021666666666666667,0.34,0.04416666666666667,0.5991666666666667
미진,한림읍,한식,가정식,0.4390476190476191,0.34285714285714286,0.022857142857142857,0.1304761904761905,0.047619047619047616,0.2261904761904762
괸당집표선점,표선면,한식,가정식,0.940952380952381,0.5233333333333333,0.05714285714285714,0.1838095238095238,0.11333333333333333,0.3376190476190476
유박사참숯갈비,대륜동,한식,갈비,1.4033333333333333,0.6533333333333333,0.05666666666666667,0.13,0.14666666666666667,0.3
하몽돼지,연동,한식,단품요리 전문,0.66125,0.3175,0.01875,0.04625,0.060000000000000005,0.14875
마카롱제작소제주공항점,용담2동,한식,단품요리 전문,0.10666666666666667,0.2866666666666667,0.01,0.18666666666666665,0.016666666666666666,0.32
꼼닭,연동,한식,가정식,1.0975,0.91,0.0125,0.058750000000000004,0.07875,0.35
명태족장제주연동점,연동,한식,단품요리 전문,0.35875,0.31,0.0025,0.0175,0.03,0.1425
피트카페,이호동,한식,가정식,0.030000000000000002,0.1575,0.0,0.02875,0.0,0.08
벨롱벨롱,외도동,한식,단품요리 전문,0.11857142857142858,0.16,0.0,0.0,0.0071428571428571435,0.049999999999999996
인생극장 제주삼화점,화북동,한식,단품요리 전문,1.6840000000000002,0.7464,0.011600000000000001,0.02,0.14880000000000002,0.2836
귤밭차림,중문동,한식,가정식,0.14176470588235296,0.2555882352941176,0.005588235294117647,0.040882352941176474,0.016764705882352942,0.12264705882352941
오라오라,서홍동,주점 및 주류판매,맥주/요리주점,0.8766666666666666,0.7266666666666667,0.0,0.01,0.07333333333333333,0.38333333333333336
원조한라산갈비,천지동,고기,갈비,0.53,0.28,0.02,0.055,0.07500000000000001,0.16
타인의취향,삼도2동,한식,단품요리 전문,0.7127272727272728,0.28545454545454546,0.10818181818181817,0.2318181818181818,0.18454545454545457,0.29090909090909095
선인가든,조천읍,한식,고기,0.45999999999999996,0.1776923076923077,0.01076923076923077,0.02846153846153846,0.04,0.08
바당아나고장어구이,송산동,한식,장어,1.176153846153846,0.35307692307692307,0.04076923076923077,0.05961538461538462,0.13653846153846153,0.17307692307692307
히포파운드,외도동,한식,단품요리 전문,0.6730769230769231,0.9400000000000001,0.09384615384615384,0.7507692307692307,0.1346153846153846,0.9661538461538461
표선얼큰이와피자디노동남점,성산읍,한식,피자,0.3707692307692308,0.37153846153846154,0.013076923076923078,0.09,0.036153846153846154,0.19076923076923077
맛있소,애월읍,한식,가정식,0.35058823529411764,0.4258823529411765,0.001764705882352941,0.011764705882352941,0.03,0.16264705882352942
철이네정육식당,구좌읍,한식,가정식,0.3875,0.1875,0.02,0.04625,0.043750000000000004,0.10625000000000001
창성상회,이도2동,한식,가정식,0.8996875,0.4846875,0.009375,0.024375,0.0878125,0.1834375
오라오라,서홍동,한식,가정식,0.8089999999999999,0.5235,0.003,0.017499999999999998,0.05750000000000001,0.173
김복남맥주외도점,외도동,한식,가정식,0.6359999999999999,0.5519999999999999,0.008,0.028000000000000004,0.072,0.23399999999999999
오마이파운드,연동,한식,단품요리 전문,0.23387096774193547,0.41935483870967744,0.021935483870967745,0.25193548387096776,0.03806451612903226,0.34516129032258064
EQ치킨,대정읍,패스트푸드,치킨,0.610625,0.4715625,0.0165625,0.053125000000000006,0.0621875,0.2028125
닥터하스킨앤카페,아라동,음료,커피,0.20400000000000001,0.6839999999999999,0.01,0.066,0.024,0.34600000000000003
호봉토스트화북점,화북동,간식,샌드위치/토스트,0.06277777777777777,0.17722222222222223,0.0,0.0011111111111111111,0.003333333333333333,0.06055555555555556
신산서해닭집,일도2동,한식,단품요리 전문,0.10625,0.1775,0.0,0.00125,0.00625,0.055
제주만석,용담1동,주점및주류판매,민속주점,0.11483870967741935,0.17903225806451611,0.004838709677419355,0.043548387096774194,0.014193548387096775,0.09387096774193548
오스집,이도2동,한식,단품요리 전문,0.7699999999999999,0.475,0.005,0.015,0.105,0.18
노랑통닭함덕점,조천읍,패스트푸드,치킨,0.71375,0.90625,0.04125,0.33,0.083125,0.601875
몰틀리,노형동,한식,가정식,0.4722727272727273,0.34454545454545454,0.004545454545454546,0.019545454545454546,0.04,0.14136363636363636
참돈,노형동,한식,돼지고기,0.6174999999999999,0.3025,0.015000000000000001,0.0275,0.052500000000000005,0.11249999999999999
돈하루방,이도1동,고기,돼지고기,1.25,0.5449999999999999,0.125,0.245,0.24,0.435
멕시카나치킨김녕점,구좌읍,한식,치킨,0.16,0.24,0.02,0.13,0.04,0.2
곰보숯불갈비,노형동,한식,가정식,1.29375,0.58125,0.02125,0.05,0.09875,0.22875
먹으래가게,오라동,한식,단품요리 전문,0.27545454545454545,0.6054545454545455,0.0036363636363636364,0.03181818181818182,0.035454545454545454,0.24818181818181817
러블리 독스,이도2동,한식,단품요리 전문,0.418,0.6173333333333333,0.0026666666666666666,0.02666666666666667,0.036333333333333336,0.23233333333333334
밥정,대정읍,간식,분식,0.29,0.72,0.01,0.1,0.05,0.34
검은노루,대정읍,한식,단품요리 전문,0.5467647058823529,0.5508823529411765,0.0923529411764706,0.45294117647058824,0.12911764705882353,0.5788235294117647
프레드피자 제주점,이도2동,피자.치킨.햄버거,피자,0.155,0.245,0.01,0.035,0.02,0.13
오늘쉐프동홍중앙점,동홍동,한식,단품요리 전문,0.105,0.21666666666666667,0.0,0.01,0.01,0.09166666666666667
수원왕갈비통닭,용담2동,패스트푸드,치킨,0.18,0.22625,0.0025,0.03375,0.015,0.10625
제주전통발효식품연구소 오메기.탐라오메기,대륜동,한식,가정식,0.12666666666666668,0.17666666666666667,0.0033333333333333335,0.02,0.01,0.07333333333333333
모드락가든,표선면,한식,고기,0.8533333333333334,0.29,0.008333333333333333,0.017499999999999998,0.07625,0.11708333333333333
윤씨네숯불갈비,동홍동,한식,갈비,0.6072727272727273,0.21727272727272728,0.004545454545454546,0.01,0.06636363636363636,0.09636363636363637
마녀닭강정&치킨,천지동,패스트푸드,치킨,0.16037037037037039,0.5422222222222223,0.002592592592592593,0.07592592592592592,0.013703703703703704,0.25296296296296295
비비큐제주아라점,아라동,피자.치킨.햄버거,치킨,0.545,0.9450000000000001,0.0,0.03,0.06,0.42000000000000004
가드망제,안덕면,양식,양식,0.69,0.5605555555555556,0.011111111111111112,0.06888888888888889,0.05444444444444444,0.2594444444444444
최감독2,구좌읍,일식.회,회,0.6858333333333334,0.28833333333333333,0.0525,0.06416666666666666,0.12166666666666666,0.16416666666666666
유리한커피,이도2동,한식,커피,0.2690909090909091,0.9563636363636363,0.0018181818181818182,0.025454545454545455,0.031818181818181815,0.3936363636363636
푸라닭제주터미널점,용담1동,한식,치킨,0.5945833333333334,0.7825000000000001,0.004166666666666667,0.04125,0.04666666666666667,0.29583333333333334
바다양푼이동태탕중문점,중문동,한식,단품요리 전문,0.720952380952381,0.8128571428571428,0.03380952380952381,0.24142857142857144,0.07666666666666667,0.4904761904761905
플랜잇,연동,한식,가정식,0.355,0.465,0.0,0.04,0.045,0.295
꼬지사께연동점,연동,주점 및 주류판매,꼬치구이,0.6533333333333333,0.6,0.01,0.08333333333333333,0.06333333333333334,0.3866666666666667
동문통해장국,건입동,한식,해장국,0.351,0.24700000000000003,0.004,0.020999999999999998,0.027000000000000003,0.10300000000000001
활어천국,이도2동,한식,회,0.35904761904761906,0.3385714285714286,0.007619047619047619,0.04428571428571429,0.03333333333333333,0.14523809523809525
탐라옵데강,일도1동,한식,가정식,0.6844117647058824,0.4158823529411765,0.043823529411764706,0.15029411764705883,0.09264705882352942,0.27058823529411763
다분한의도,표선면,한식,가정식,0.055,0.23500000000000001,0.00375,0.053750000000000006,0.01,0.12125000000000001
부비곶뼈해장국,이도2동,한식,해장국,0.21615384615384617,0.4126923076923077,0.01076923076923077,0.11384615384615385,0.026153846153846156,0.24653846153846154
사하커피,성산읍,한식,커피,0.35900000000000004,0.263,0.021,0.21000000000000002,0.039,0.28
예향,대륜동,한식,가정식,1.2792307692307692,0.5776923076923077,0.06615384615384615,0.10692307692307693,0.19538461538461538,0.30846153846153845
혼밥대왕시청점,이도2동,한식,단품요리 전문,0.17172413793103447,0.2424137931034483,0.0013793103448275863,0.01413793103448276,0.012758620689655172,0.09275862068965517
황칠족발2호점,대정읍,한식,족발,1.083846153846154,0.76,0.04461538461538462,0.18923076923076923,0.11076923076923076,0.4084615384615385
전철우고향랭면해장국 협재점,한림읍,한식,해장국,0.13333333333333333,0.21666666666666667,0.01,0.07666666666666667,0.03,0.14333333333333334
가든이다,중문동,한식,고기,1.7541666666666667,0.62,0.3283333333333333,0.45708333333333334,0.4608333333333334,0.5945833333333334
금보가든,조천읍,고기,고기,0.295,0.32499999999999996,0.03,0.16499999999999998,0.060000000000000005,0.275
신시가지횟집,대천동,한식,회,0.54,0.42,0.11,0.12,0.18,0.25
광양캔사스시티,이도2동,양식,일식,0.9179166666666667,0.7995833333333334,0.020833333333333332,0.07791666666666668,0.09875,0.3358333333333334
딜리버리브라더스,노형동,한식,가정식,0.39333333333333337,0.5796969696969697,0.01393939393939394,0.11484848484848485,0.03909090909090909,0.286969696969697
막창도둑제주연동점,연동,한식,막창,0.46923076923076923,0.1769230769230769,0.06307692307692309,0.14384615384615385,0.09076923076923078,0.17461538461538462
용구족발,성산읍,고기,보쌈,0.3738461538461539,0.24384615384615385,0.01,0.026153846153846153,0.04846153846153846,0.11692307692307692
명태어장외도점,외도동,한식,가정식,0.77125,0.67625,0.0075,0.035,0.05875,0.2825
중문아구찜,중문동,한식,단품요리 전문,0.34714285714285714,0.25285714285714284,0.015714285714285715,0.06999999999999999,0.03571428571428571,0.13999999999999999
화닭발,한림읍,한식,치킨,0.2654166666666667,0.22916666666666666,0.009166666666666667,0.03125,0.030416666666666665,0.105
대한식당 연동점,연동,한식,가정식,0.47285714285714286,0.38571428571428573,0.025714285714285714,0.13357142857142856,0.05357142857142857,0.24214285714285716
제주연어로만제주점,대정읍,일식.회,일식,0.355,0.275,0.045000000000000005,0.10500000000000001,0.08,0.20500000000000002
폴카페,애월읍,음료,커피,0.36,0.7563636363636363,0.03636363636363637,0.33090909090909093,0.07,0.5736363636363636
승리분식,중문동,분식,분식,0.08,0.37,0.01,0.16499999999999998,0.02,0.28500000000000003
가시어멍김밥,노형동,한식,분식,0.13,0.34,0.0,0.0,0.01,0.1
탑해장국본점탑정육식당,노형동,한식,고기,0.71,0.89,0.06,0.29,0.09,0.48
수다,대정읍,한식,단품요리 전문,0.06,0.15687500000000001,0.0003125,0.035625000000000004,0.0059375,0.08625000000000001
오늘쉐프연동점,연동,한식,단품요리 전문,0.6928571428571428,0.3242857142857143,0.0,0.005714285714285714,0.08142857142857143,0.13999999999999999
똥파리네 연탄구이,이도2동,한식,고기,0.3647826086956522,0.17217391304347826,0.04,0.0791304347826087,0.06565217391304348,0.12739130434782608
진1926 제주노형점,노형동,한식,가정식,2.6533333333333338,0.6633333333333333,0.05333333333333334,0.056666666666666664,0.27666666666666667,0.35000000000000003
주식회사 냉삼,일도2동,한식,단품요리 전문,1.014,0.5453333333333333,0.006,0.017333333333333333,0.08800000000000001,0.197
토평치킨,영천동,피자.치킨.햄버거,치킨,0.45499999999999996,0.64,0.015,0.07,0.055,0.32
와흘길따라,조천읍,한식,가정식,0.3014705882352941,0.2523529411764706,0.06588235294117648,0.2447058823529412,0.08558823529411765,0.2923529411764706
2003신덴뿌라떡볶이,연동,간식,분식,0.414375,0.6240625,0.0065625,0.0603125,0.03625,0.2675
보해정육식당,용담1동,고기,고기,0.21999999999999997,0.24,0.030000000000000002,0.08,0.04,0.165
츄,정방동,한식,가정식,0.5433333333333333,0.3066666666666667,0.04,0.21333333333333335,0.09000000000000001,0.36000000000000004
지오,이도2동,한식,단품요리 전문,0.09470588235294118,0.1711764705882353,0.0011764705882352942,0.016764705882352942,0.008823529411764706,0.07411764705882352
현재식당,천지동,한식,가정식,0.2614705882352941,0.23029411764705882,0.011470588235294118,0.049705882352941176,0.03264705882352942,0.11911764705882352
뮌헨호프,노형동,주점,주류,0.9381818181818182,0.6781818181818182,0.013636363636363636,0.031818181818181815,0.11818181818181818,0.26
멜로우베이킹 함덕,조천읍,음료,커피,0.121,0.21000000000000002,0.011,0.147,0.019,0.185
삼춘네해장국,연동,한식,해장국,0.39571428571428574,0.6107142857142858,0.07785714285714286,0.5571428571428572,0.10071428571428571,0.6835714285714286
오르막길호프앤소주,이도2동,한식,주류,0.52,0.34,0.0,0.0,0.07,0.12
예촌연수네가든,남원읍,한식,가정식,0.625,0.265,0.02125,0.07250000000000001,0.058750000000000004,0.1525
33떡볶이외도하귀점,애월읍,간식,분식,0.2088888888888889,0.4272222222222222,0.008333333333333333,0.10777777777777779,0.019444444444444445,0.24388888888888888
홍콩미각,이도2동,중식,중식,0.62,0.74,0.005,0.025,0.08,0.33499999999999996
모모닭강정노형점,노형동,패스트푸드,치킨,0.13,0.45,0.0,0.03,0.02,0.18
소쿠리밥상,대정읍,한식,단품요리 전문,0.29,0.3,0.11,0.22,0.14,0.3
용철이네횟집,애월읍,한식,단품요리 전문,1.04875,0.36,0.058750000000000004,0.12,0.12,0.23125
주식회사 누보,조천읍,한식,단품요리 전문,0.10147058823529412,0.27205882352941174,0.022058823529411766,0.2652941176470588,0.02735294117647059,0.31882352941176473
이모네국수,일도2동,한식,면류,0.305,0.4383333333333333,0.0016666666666666668,0.015,0.041666666666666664,0.15666666666666668
옆구리터진올레김밥,삼도1동,한식,분식,0.2756521739130435,0.9026086956521739,0.008695652173913044,0.12086956521739131,0.029130434782608693,0.4121739130434783
대복해장국,구좌읍,한식,가정식,0.67125,0.9412499999999999,0.028749999999999998,0.2875,0.06625,0.55
동산식당,삼양동,한식,가정식,0.8858823529411765,0.8058823529411764,0.006470588235294118,0.05323529411764706,0.07441176470588236,0.3267647058823529
마녀디저트카페,노형동,음료,커피,0.31,0.335,0.0,0.005,0.0275,0.1525
별밤참치,아라동,아시아음식,참치,1.0254545454545454,0.6790909090909091,0.02090909090909091,0.05,0.12545454545454546,0.3054545454545454
제주왕족보,삼도2동,한식,가정식,0.361764705882353,0.3241176470588235,0.0058823529411764705,0.02676470588235294,0.03529411764705882,0.13676470588235295
고금삼계탕,표선면,한식,단품요리 전문,1.05,0.9657142857142856,0.032857142857142856,0.1842857142857143,0.09857142857142856,0.48857142857142855
디트,이도2동,한식,단품요리 전문,0.9736363636363637,0.7018181818181818,0.02,0.05363636363636364,0.12363636363636363,0.2972727272727273
디저트소소,일도1동,간식,베이커리,0.06142857142857143,0.18571428571428572,0.0014285714285714286,0.0380952380952381,0.006666666666666667,0.10095238095238096
구공족발,외도동,한식,단품요리 전문,0.6475,0.62875,0.01,0.058750000000000004,0.0475,0.24875
사거리닭강정,일도2동,패스트푸드,치킨,0.3,0.23,0.0,0.0,0.04,0.08
전면전,아라동,한식,가정식,0.13166666666666668,0.19999999999999998,0.0,0.008333333333333333,0.02,0.06833333333333334
상객해물포차,이도2동,한식,가정식,0.29,0.17,0.0,0.0,0.02,0.05
곽지곤지암해장국,애월읍,한식,해장국,0.6107692307692308,0.8903846153846153,0.04038461538461539,0.2980769230769231,0.08923076923076922,0.5700000000000001
칠십리고기완자,정방동,양식,양식,0.219,0.166,0.018,0.10800000000000001,0.03,0.15
돈들이,삼도2동,한식,가정식,0.38833333333333336,0.16666666666666666,0.0,0.0016666666666666668,0.02,0.041666666666666664
서쪽부엌 서부두점,건입동,한식,가정식,0.24285714285714285,0.26571428571428574,0.027142857142857142,0.11142857142857143,0.054285714285714284,0.18
로또하우스,노형동,한식,단품요리 전문,0.45,0.885,0.010714285714285714,0.08642857142857142,0.034999999999999996,0.3085714285714286
커피블라썸,이도2동,한식,단품요리 전문,0.26125,0.7425,0.0,0.05125,0.0175,0.295
신사동식당,조천읍,한식,가정식,0.23631578947368423,0.18947368421052632,0.00631578947368421,0.015789473684210527,0.028947368421052635,0.08
금커피별빙수아라점,아라동,한식,커피,0.23700000000000002,0.298,0.004,0.033,0.027000000000000003,0.147
피자쿠치나신제주점,연동,피자.치킨.햄버거,피자,0.255,0.325,0.01,0.055,0.03,0.18
삼겹살파티,동홍동,한식,가정식,1.5150000000000001,0.82875,0.01625,0.06125,0.1075,0.33625
문성반점,연동,중식,중식,0.09000000000000001,0.16,0.005,0.045,0.01,0.10500000000000001
시카고피자,성산읍,피자.치킨.햄버거,피자,0.15000000000000002,0.245,0.02,0.155,0.035,0.23
피오레,연동,음료,커피,0.276875,0.7571875,0.0171875,0.236875,0.0365625,0.446875
미나리삼겹살,동홍동,한식,돼지고기,1.1218181818181818,0.41181818181818186,0.017272727272727273,0.03363636363636364,0.1281818181818182,0.18636363636363634
정현갈비,삼도2동,고기,갈비,0.5800000000000001,0.245,0.02,0.055,0.08,0.14500000000000002
북촌3대갈비,삼도1동,고기,갈비,0.285,0.165,0.01,0.04,0.04,0.10500000000000001
탐궁숯불갈비,외도동,고기,갈비,1.505,0.525,0.005,0.005,0.16,0.225
성윤국가대표아구찜앤알곤이찜,외도동,한식,단품요리 전문,0.62125,0.58625,0.01375,0.0775,0.051250000000000004,0.275
제주보쌈삼화점,화북동,한식,단품요리 전문,0.8412499999999999,0.61,0.0025,0.01125,0.05375,0.21375
외도사랑국수,외도동,한식,단품요리 전문,0.31875,0.6975,0.0,0.05375,0.021249999999999998,0.29125
신동수육,애월읍,한식,단품요리 전문,0.3063636363636364,0.2409090909090909,0.013636363636363636,0.04363636363636363,0.04454545454545455,0.12545454545454546
노랑꼬리,대정읍,한식,단품요리 전문,1.7567647058823528,0.783235294117647,0.07441176470588234,0.15294117647058825,0.21235294117647058,0.40058823529411763
아띠김밥,이도2동,한식,단품요리 전문,0.20166666666666666,0.6633333333333333,0.0,0.021666666666666667,0.011666666666666667,0.18999999999999997
한잔하게,대륜동,주점및주류판매,꼬치구이,1.197741935483871,0.8519354838709677,0.10612903225806451,0.31,0.20258064516129032,0.5532258064516129
민재네황태전문점,연동,한식,단품요리 전문,0.6688235294117648,0.7999999999999999,0.03264705882352942,0.1888235294117647,0.085,0.44705882352941173
하은이네손만두김밥,중문동,한식,단품요리 전문,0.0975,0.36625,0.0025,0.08750000000000001,0.01,0.19125
멕시카나연동점,연동,패스트푸드,치킨,0.21941176470588236,0.26882352941176474,0.005294117647058823,0.054117647058823534,0.019411764705882354,0.14176470588235296
복도록먹는집,동홍동,한식,가정식,0.49727272727272726,0.25363636363636366,0.002727272727272727,0.009090909090909092,0.049090909090909095,0.10545454545454545
이국향,연동,중식,중식,0.39,0.55,0.0,0.0,0.03,0.23
구어라조연탄,이도2동,한식,가정식,1.59125,0.85,0.036250000000000004,0.13625,0.13875,0.435
네꼬짱,연동,한식,단품요리 전문,0.6545454545454545,0.4636363636363636,0.03363636363636364,0.08090909090909092,0.10454545454545454,0.23727272727272727
유퉁의국밥집,노형동,한식,가정식,0.48250000000000004,0.5325,0.01,0.0625,0.0325,0.17
오늘와인한잔,연동,주점,주점,1.275,0.595,0.11,0.265,0.24,0.47
돈주는 빠식이,조천읍,한식,단품요리 전문,0.492,0.23000000000000004,0.052000000000000005,0.094,0.072,0.136
카페동경앤책방,애월읍,카페,커피,0.23,0.81,0.04,0.385,0.055,0.665
착한밥상,동홍동,한식,가정식,0.21888888888888888,0.17777777777777778,0.003888888888888889,0.04555555555555556,0.018333333333333333,0.09944444444444445
헤이커피,연동,한식,커피,0.022727272727272728,0.16318181818181818,0.0009090909090909091,0.06090909090909091,0.0018181818181818182,0.10818181818181817
아라주점,아라동,한식,단품요리 전문,0.21529411764705883,0.1711764705882353,0.005294117647058823,0.018235294117647058,0.019999999999999997,0.07588235294117647
레몬칸타타,이도2동,한식,단품요리 전문,0.12911764705882353,0.3367647058823529,0.0011764705882352942,0.03411764705882353,0.011764705882352941,0.1411764705882353
솔오름아구찜,동홍동,한식,아구찜,0.7488461538461538,0.6950000000000001,0.004230769230769231,0.019615384615384614,0.06576923076923077,0.2653846153846154
주식회사 흑소랑 제주점,아라동,한식,가정식,3.67875,0.69625,0.365,0.3325,0.58625,0.53
대일,이도2동,한식,가정식,0.9290909090909091,0.40303030303030307,0.04,0.08363636363636365,0.11575757575757577,0.20727272727272728
슈닛츠,안덕면,양식,양식,0.6642857142857144,0.49142857142857144,0.10714285714285714,0.34142857142857147,0.16285714285714287,0.47428571428571425
제원삼계탕,연동,한식,단품요리 전문,0.61,0.67875,0.005,0.0475,0.04125,0.24
스시우다,용담2동,아시아음식,일식,2.06,0.69,0.28,0.29,0.53,0.49
서울야시장,성산읍,한식,가정식,0.20608695652173914,0.22130434782608696,0.012608695652173912,0.08652173913043479,0.025217391304347823,0.14956521739130435
엘리와젬마의치킨스토리,이도1동,패스트푸드,치킨,0.2828125,0.3809375,0.00125,0.01375,0.0234375,0.1415625
봉하깡통구이,연동,한식,가정식,0.8470588235294118,0.29970588235294116,0.10235294117647059,0.17411764705882352,0.16058823529411764,0.2585294117647059
초밥충전,안덕면,아시아음식,일식,0.3421875,0.19625,0.0259375,0.0725,0.049375,0.13125
장짜장,안덕면,아시아음식,중식,0.12444444444444443,0.24333333333333332,0.003333333333333333,0.030000000000000002,0.01,0.11
복조리 부산 양곱창,천지동,한식,단품요리 전문,0.46625,0.20125,0.015,0.03375,0.04375,0.10375000000000001
왕돈까스와 밀면,아라동,한식,단품요리 전문,0.375,0.4975,0.0025,0.0225,0.02,0.1275
피자탑 제주한림점,한림읍,패스트푸드,피자,0.1318181818181818,0.1690909090909091,0.01,0.042727272727272725,0.021818181818181816,0.10090909090909092
우도이디중식,우도면,아시아음식,중식,0.29531250000000003,0.416875,0.01375,0.08625,0.0375,0.2121875
참좋다,연동,한식,가정식,0.5745454545454546,0.31242424242424244,0.016666666666666666,0.048484848484848485,0.06060606060606061,0.15303030303030302
쵸비돈까스,이도2동,일식.회,돈까스,0.13,0.18,0.0,0.02,0.02,0.095
한상,노형동,한식,가정식,0.0703125,0.1871875,0.0,0.0125,0.005,0.0765625
연남물갈비서귀포점,대륜동,고기,갈비,0.775,0.51,0.06,0.16,0.125,0.35
신제주그랜드,연동,아시아음식,일식,1.3599999999999999,0.5023809523809524,0.037142857142857144,0.0680952380952381,0.12047619047619049,0.22142857142857145
콩툰동홍점,동홍동,음료,커피,0.18142857142857144,0.36000000000000004,0.0009523809523809524,0.018571428571428572,0.012857142857142859,0.12571428571428572
제주 산방식당 중문점,예래동,한식,가정식,0.54875,0.715,0.0425,0.19,0.1,0.405
꼴통집본점,연동,한식,단품요리 전문,0.6227272727272727,0.28545454545454546,0.05454545454545456,0.11272727272727273,0.11636363636363636,0.20545454545454547
놀부보쌈족발흥부찜닭삼겹본능 외도점,외도동,고기,보쌈,0.34,0.3,0.005,0.005,0.035,0.13
세화분식,구좌읍,한식,분식,0.084,0.277,0.0,0.051000000000000004,0.012,0.142
카페 시도,연동,음료,커피,0.20275862068965517,0.8044827586206897,0.0058620689655172415,0.12655172413793103,0.022413793103448276,0.36275862068965514
화,애월읍,한식,단품요리 전문,0.10880000000000001,0.3432,0.005600000000000001,0.10800000000000001,0.011200000000000002,0.20920000000000002
장우보양탕,일도2동,한식,단품요리 전문,0.67,0.5233333333333333,0.0033333333333333335,0.016666666666666666,0.043333333333333335,0.17555555555555558
제니스카페,대륜동,양식,커피,0.7052380952380952,0.5995238095238096,0.02666666666666667,0.10476190476190476,0.08285714285714285,0.2914285714285714
오늘은국수내일은국밥,노형동,한식,국밥,0.24807692307692308,0.4519230769230769,0.006538461538461539,0.07730769230769231,0.02692307692307692,0.22307692307692306
타코in제주,연동,한식,단품요리 전문,0.12,0.259,0.005,0.046,0.017,0.129
토크쇼,일도2동,한식,단품요리 전문,0.3336363636363636,0.24818181818181817,0.007272727272727273,0.01,0.04272727272727273,0.0990909090909091
에버그린 돈까스,애월읍,일식.회,일식,0.25,0.4476923076923077,0.06769230769230769,0.39076923076923076,0.08923076923076924,0.4938461538461538
아지참치,대천동,아시아음식,참치,0.7463636363636362,0.20363636363636364,0.04272727272727273,0.051818181818181826,0.11818181818181818,0.11818181818181818
안녀어랭이,남원읍,한식,단품요리 전문,0.6511764705882354,0.6235294117647059,0.026470588235294117,0.1223529411764706,0.07382352941176472,0.2932352941176471
카페나인(9),대륜동,음료,커피,0.09166666666666667,0.3954166666666667,0.0,0.08416666666666667,0.007916666666666667,0.20125
빨간집 세화점,구좌읍,한식,가정식,0.4053846153846154,0.33,0.023846153846153847,0.11461538461538462,0.06615384615384615,0.22153846153846152
에이펙스피자앤꽈배기,삼양동,피자.치킨.햄버거,피자,0.08,0.2,0.0,0.01,0.01,0.095
대화해장국본점,동홍동,한식,해장국,0.2253846153846154,0.4169230769230769,0.014615384615384615,0.13846153846153847,0.02692307692307692,0.24769230769230768
황금돼지,표선면,한식,돼지고기,0.27166666666666667,0.16333333333333333,0.013333333333333334,0.03833333333333334,0.028333333333333335,0.08916666666666667
달콤해,대정읍,간식,베이커리,0.2590625,0.6109375,0.005625,0.075,0.0253125,0.2771875
