CMPNM_NM,ADSTRD_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE
동문카페,건입동,음료,커피,0.7159375,0.6128125,0.05375,0.18937500000000002,0.113125,0.3459375
솔왓동산식당,대륜동,한식,가정식,0.5614705882352942,0.3276470588235294,0.00823529411764706,0.04058823529411765,0.052941176470588235,0.14588235294117646
바삭치킨,중앙동,패스트푸드,치킨,0.2814285714285714,0.37857142857142856,0.016666666666666666,0.12476190476190477,0.03333333333333333,0.23380952380952383
와흘밥상,조천읍,한식,가정식,0.5508823529411765,0.8323529411764706,0.1252941176470588,0.6352941176470589,0.16323529411764706,0.8376470588235294
불닭공장이도점,아라동,한식,단품요리 전문,0.57,0.49666666666666665,0.0033333333333333335,0.023333333333333334,0.03333333333333333,0.13333333333333333
청춘감성쌀핫도그 제주중문점,중문동,양식,핫도그,0.19538461538461538,0.856923076923077,0.00923076923076923,0.18769230769230769,0.02846153846153846,0.5023076923076923
인생극장제주노형점,노형동,한식,단품요리 전문,1.2345454545454546,0.4990909090909091,0.012727272727272728,0.023636363636363636,0.1390909090909091,0.21454545454545454
남경리하오,이도2동,아시아음식,중식,0.40578947368421053,0.8136842105263158,0.0010526315789473684,0.026842105263157896,0.026842105263157896,0.2910526315789474
표선올레식당,표선면,한식,가정식,0.11970588235294119,0.1647058823529412,0.01647058823529412,0.085,0.026470588235294117,0.1264705882352941
샌드박스,애월읍,한식,단품요리 전문,0.06166666666666667,0.18333333333333335,0.014166666666666668,0.17500000000000002,0.017499999999999998,0.21083333333333332
돈가스땡기는날,노형동,한식,돈까스,0.27416666666666667,0.5283333333333333,0.004166666666666667,0.051666666666666666,0.020833333333333332,0.2075
생돈구이촌,노형동,고기,돼지고기,0.535,0.21500000000000002,0.02,0.05,0.07,0.135
윤군,조천읍,한식,단품요리 전문,0.35454545454545455,0.22272727272727275,0.03272727272727272,0.07636363636363637,0.06818181818181818,0.1527272727272727
아궁이연탄집,삼도1동,한식,가정식,0.59875,0.26375,0.0225,0.051250000000000004,0.0625,0.14500000000000002
그루,아라동,한식,가정식,0.196,0.49119999999999997,0.013600000000000001,0.1416,0.0264,0.2648
송림식당,연동,한식,가정식,0.786923076923077,0.6015384615384616,0.02692307692307692,0.09153846153846154,0.10692307692307693,0.30615384615384617
옹기종기,삼도1동,한식,가정식,0.24608695652173915,0.37521739130434784,0.0034782608695652175,0.05565217391304348,0.021739130434782608,0.17347826086956522
이정돈돼야지,삼양동,한식,가정식,0.5166666666666667,0.2383333333333333,0.0033333333333333335,0.011666666666666667,0.03833333333333334,0.11166666666666668
노가리앤비어연동점,연동,주점및주류판매,맥주/요리주점,0.8623529411764705,0.796470588235294,0.03882352941176471,0.17,0.09058823529411765,0.36588235294117644
커피앤빵,추자면,베이커리.디저트,베이커리,0.08,0.16,0.005,0.14,0.02,0.185
한천야따이,용담1동,한식,단품요리 전문,0.19499999999999998,0.16,0.0,0.004166666666666667,0.012499999999999999,0.060000000000000005
제주크랩앤전복,아라동,한식,단품요리 전문,2.0814285714285714,0.24285714285714285,0.04428571428571428,0.020714285714285713,0.195,0.10285714285714286
시실리,대천동,한식,단품요리 전문,0.46090909090909093,0.2772727272727273,0.015454545454545455,0.035454545454545454,0.06545454545454545,0.13545454545454547
대구찜닭,대륜동,한식,치킨,0.5750000000000001,0.5433333333333333,0.016666666666666666,0.07,0.06458333333333334,0.25083333333333335
정담오리회전숯불구이,외도동,한식,단품요리 전문,0.375,0.25375000000000003,0.0025,0.00875,0.02375,0.08875
아베크아롬,대정읍,간식,베이커리,0.2866666666666667,0.4277777777777778,0.02259259259259259,0.1474074074074074,0.04407407407407407,0.26851851851851855
노형분식,노형동,한식,분식,0.0825,0.3975,0.0,0.0225,0.0125,0.13
밥정,연동,한식,가정식,0.5670588235294118,0.7061764705882352,0.010588235294117647,0.07558823529411764,0.05470588235294118,0.3185294117647059
이도피자클래스,이도2동,피자.치킨.햄버거,피자,0.2,0.29,0.0,0.015,0.02,0.135
영원히사랑회,애월읍,한식,단품요리 전문,0.64,0.1990909090909091,0.02,0.030000000000000002,0.0890909090909091,0.09545454545454546
제주도서관,이도2동,한식,단품요리 전문,0.04857142857142857,0.569047619047619,0.0,0.06333333333333334,0.006190476190476191,0.23333333333333334
신한라아구찜,표선면,한식,아구찜,0.3720833333333333,0.28958333333333336,0.014166666666666666,0.04666666666666667,0.042083333333333334,0.13791666666666666
진주삼계탕추어탕,동홍동,한식,단품요리 전문,0.37375,0.51,0.00125,0.01625,0.02625,0.1825
대중적한우,일도2동,한식,소고기,3.5004166666666667,0.6804166666666668,0.02791666666666667,0.02875,0.305,0.25333333333333335
순실이네,대정읍,한식,가정식,0.26,0.28,0.027500000000000004,0.215,0.04375,0.28
비엔누아즈,이도2동,베이커리.디저트,베이커리,0.32,0.915,0.0,0.049999999999999996,0.035,0.42000000000000004
원조수림,한림읍,한식,가정식,1.2558823529411764,0.9435294117647058,0.01647058823529412,0.06323529411764706,0.10852941176470587,0.365
203안전한먹거리연구소,연동,한식,가정식,0.10038461538461538,0.16461538461538464,0.006923076923076922,0.032692307692307694,0.013076923076923076,0.07846153846153846
오리한마당,용담1동,고기,오리,1.5350000000000001,0.53,0.01,0.025,0.16499999999999998,0.245
중달이네숯불구이,이도2동,한식,고기,0.435,0.21666666666666667,0.0016666666666666668,0.004166666666666667,0.028333333333333332,0.0725
윤스쿡,표선면,한식,가정식,0.12588235294117647,0.1814705882352941,0.01735294117647059,0.1252941176470588,0.026470588235294117,0.16970588235294115
박초밥신제주점,노형동,한식,일식,0.34500000000000003,0.575,0.005,0.06999999999999999,0.025,0.21
더엠그라피,이도2동,한식,단품요리 전문,0.1,0.42,0.0,0.02,0.01,0.16
카페봄비체,서홍동,음료,커피,0.09947368421052633,0.30157894736842106,0.002105263157894737,0.03263157894736842,0.01,0.1405263157894737
스쿠피 케이크,용담2동,음료,커피,0.2838095238095238,0.5423809523809524,0.02,0.1438095238095238,0.04380952380952381,0.3085714285714286
아몬드제주,애월읍,양식,양식,0.22,0.26333333333333336,0.03,0.23666666666666666,0.05666666666666667,0.2833333333333333
데스띠노,아라동,양식,양식,1.4126470588235294,0.9041176470588235,0.016764705882352942,0.049999999999999996,0.13088235294117648,0.36264705882352943
대정로스터리카페,대정읍,음료,커피,0.09718750000000001,0.2025,0.0153125,0.1603125,0.0225,0.21
스시오타루,아라동,한식,일식,0.9661904761904762,0.34714285714285714,0.0980952380952381,0.18857142857142856,0.15857142857142859,0.28428571428571425
이학일식,삼도1동,일식.회,일식,0.5792307692307692,0.3007692307692308,0.019230769230769232,0.02923076923076923,0.07461538461538461,0.14
최고아이스크림 제주아라동점,아라동,간식,아이스크림/빙수,0.1,0.35,0.0,0.04,0.02,0.15
단물,건입동,한식,가정식,0.389,0.513,0.004,0.049,0.027000000000000003,0.219
중문미리내김밥,중문동,간식,분식,0.1028125,0.283125,0.0103125,0.1559375,0.0165625,0.2296875
후라이드3대치킨명동닭튀김표선점앤더블핸스테이크,표선면,양식,스테이크,0.194,0.20400000000000001,0.006,0.066,0.018,0.136
보성식당,이도1동,한식,가정식,0.22,0.2772727272727273,0.0018181818181818182,0.02666666666666667,0.017272727272727273,0.12121212121212122
오늘은국수내일은국밥,노형동,한식,단품요리 전문,0.19,0.38,0.0075,0.10625,0.01625,0.2025
자갈치아구찜,중앙동,한식,아구찜,0.61,0.405,0.012307692307692308,0.036153846153846154,0.062307692307692314,0.17346153846153844
토리,한림읍,한식,가정식,0.2605,0.6595,0.006,0.1145,0.023,0.3245
스며듬,삼도2동,음료,커피,0.219,0.666,0.002,0.065,0.029000000000000005,0.309
은성이네,남원읍,한식,가정식,0.1713333333333333,0.18466666666666667,0.0033333333333333335,0.014666666666666666,0.015333333333333334,0.07333333333333333
덕분이네 밥상 청춘분식,구좌읍,간식,분식,0.21551724137931033,0.5220689655172414,0.019655172413793102,0.18551724137931033,0.03620689655172414,0.32241379310344825
대흘바다,조천읍,한식,단품요리 전문,0.2925,0.2175,0.015,0.08,0.0425,0.17750000000000002
나주닭집,이도1동,한식,치킨,0.84,0.91,0.0,0.0,0.11,0.31
곤밥보리밥,애월읍,한식,단품요리 전문,0.3842857142857143,0.4033333333333334,0.03333333333333333,0.20047619047619047,0.054761904761904755,0.3085714285714286
태흥횟집,남원읍,한식,단품요리 전문,1.7462499999999999,0.62625,0.19375,0.24375,0.28875,0.40125
개봉,노형동,한식,가정식,0.105,0.225,0.01,0.1,0.02,0.22
참방참방,대정읍,한식,가정식,0.7756000000000001,0.32880000000000004,0.06,0.1328,0.1072,0.22920000000000001
부촌석갈비,동홍동,한식,갈비,0.24000000000000002,0.2684615384615384,0.017692307692307695,0.09461538461538462,0.031538461538461536,0.16153846153846155
굽네치킨일도점,일도2동,패스트푸드,치킨,0.2285714285714286,0.4471428571428571,0.0014285714285714286,0.012857142857142857,0.03142857142857143,0.15857142857142859
옹달샘,중문동,한식,가정식,0.24217391304347827,0.15695652173913044,0.014782608695652176,0.04217391304347826,0.034782608695652174,0.09347826086956522
애월연어서귀포점,서홍동,아시아음식,일식,0.76,0.53,0.0,0.01,0.1,0.19
삼다숲길가든,조천읍,한식,고기,0.4945833333333334,0.4395833333333334,0.007916666666666667,0.04708333333333333,0.04041666666666666,0.1875
춤추는생오리,이도2동,고기,오리,0.505,0.255,0.0,0.0,0.05500000000000001,0.10500000000000001
카페봉개,봉개동,음료,커피,0.052500000000000005,0.173125,0.0009375,0.035,0.0065625,0.0875
주식회사 아네스푸드,애월읍,한식,단품요리 전문,0.6545454545454544,0.58,0.06090909090909091,0.3390909090909091,0.09545454545454546,0.46727272727272723
현가네,용담2동,한식,단품요리 전문,0.22470588235294117,0.31558823529411767,0.0014705882352941176,0.014411764705882353,0.02,0.1223529411764706
송가네낙지,한경면,한식,낙지,0.545,0.6699999999999999,0.025,0.125,0.075,0.38
장어나라,이도1동,한식,가정식,2.39125,0.79625,0.0175,0.0325,0.16625,0.2975
명당떡집용담점,용담1동,베이커리.디저트,베이커리,0.19,0.2,0.0,0.0,0.015,0.08
뺑드교교,이도2동,간식,베이커리,0.13,0.39375,0.00125,0.0225,0.01875,0.1475
지하,이도2동,주점및주류판매,맥주/요리주점,0.92,0.69,0.04,0.04,0.15,0.27
규영이네가든,남원읍,한식,가정식,0.7338461538461538,0.7346153846153847,0.01076923076923077,0.07307692307692307,0.09,0.34307692307692306
조은날식당,예래동,한식,가정식,0.33545454545454545,0.21636363636363634,0.005454545454545454,0.018181818181818184,0.04,0.09636363636363637
우럭의숲,삼도2동,한식,단품요리 전문,0.3933333333333333,0.33666666666666667,0.043333333333333335,0.17833333333333334,0.07111111111111111,0.2711111111111111
파란분식,삼양동,분식,분식,0.185,0.19,0.0,0.0,0.015,0.075
제이제이(JJ)홀덤라운지,연동,한식,가정식,0.6425,0.385,0.04,0.22,0.0875,0.3875
제주와인샵동네,연동,주점 및 주류판매,주류,1.7650000000000001,0.7,0.025,0.07,0.14500000000000002,0.395
애월연어신서귀포점,대천동,아시아음식,일식,0.59,0.61,0.05,0.17,0.13,0.36
불닭공장 노형점,노형동,한식,단품요리 전문,0.8,0.756,0.002,0.018,0.044,0.188
한동네,정방동,주점 및 주류판매,꼬치구이,0.4666666666666666,0.37999999999999995,0.04,0.19999999999999998,0.07333333333333333,0.3666666666666667
카페미뇽제주점,삼도1동,음료,커피,0.09375,0.22875,0.0,0.01875,0.0075,0.11624999999999999
심야식당키츠네,이도2동,한식,단품요리 전문,0.3125,0.1875,0.0125,0.0225,0.0475,0.09
탐나치맥.탐나치맥별관,표선면,한식,단품요리 전문,0.057999999999999996,0.182,0.018000000000000002,0.16999999999999998,0.022,0.186
넘버39(NO.39),대정읍,간식,베이커리,0.35250000000000004,0.905,0.025,0.21250000000000002,0.075,0.5075
미리네국수,서홍동,한식,단품요리 전문,0.46,0.9542857142857143,0.005714285714285714,0.06714285714285714,0.03428571428571429,0.3971428571428572
서울은마꽈배기,봉개동,한식,단품요리 전문,0.17333333333333334,0.7283333333333334,0.0033333333333333335,0.13,0.016666666666666666,0.38833333333333336
국수한상,이도2동,한식,단품요리 전문,0.155,0.42875,0.0025,0.07,0.01375,0.1975
카페토스피아동홍지점,동홍동,간식,샌드위치/토스트,0.049999999999999996,0.1842857142857143,0.0,0.02142857142857143,0.002857142857142857,0.09142857142857143
일구교자,이도2동,한식,가정식,0.13,0.18,0.0025,0.017499999999999998,0.0175,0.0825
국밥어머니솜씨,노형동,한식,가정식,0.28375,0.46375,0.00375,0.02,0.02,0.16875
싸움의고수 제주 시청점,이도1동,고기,보쌈,0.09,0.16153846153846155,0.0023076923076923075,0.02769230769230769,0.012307692307692308,0.08615384615384616
010수산식당,이도2동,아시아음식,회,0.5390909090909091,0.41363636363636364,0.013636363636363636,0.030000000000000002,0.07090909090909091,0.17727272727272728
바른고깃집,노형동,한식,단품요리 전문,0.9797058823529412,0.4152941176470588,0.0058823529411764705,0.015294117647058824,0.08676470588235295,0.16088235294117648
타이거슈가 제주시청점,이도2동,한식,커피,0.14,0.66,0.005,0.1,0.015,0.26
명태족장제주연동점,연동,한식,명태,0.42666666666666664,0.4,0.0044444444444444444,0.031111111111111114,0.02888888888888889,0.10777777777777778
루샹,이도1동,중식,중식,0.465,0.355,0.005,0.05,0.055,0.19
퐁낭집,애월읍,한식,가정식,0.6697058823529412,0.668235294117647,0.02735294117647059,0.0911764705882353,0.08058823529411765,0.3138235294117647
다온,이도2동,한식,가정식,0.4388235294117647,0.3035294117647059,0.0014705882352941176,0.00823529411764706,0.03823529411764706,0.11176470588235295
모이세신제주로타리점,연동,한식,단품요리 전문,0.22625,0.5075,0.0325,0.3225,0.045,0.47000000000000003
굽네치킨 신촌점,조천읍,피자.치킨.햄버거,치킨,0.395,0.52,0.0,0.015,0.04,0.22999999999999998
호이,아라동,양식,양식,0.243448275862069,0.21551724137931033,0.003793103448275862,0.015172413793103448,0.02103448275862069,0.08241379310344828
노형막창고을,노형동,한식,막창,1.9662499999999998,0.9733333333333333,0.014166666666666668,0.0325,0.1691666666666667,0.3566666666666667
모모,대천동,아시아음식,일식,0.8715625,0.475,0.0725,0.15281250000000002,0.14,0.290625
시민을위한갈비,중앙동,한식,가정식,0.36875,0.21375,0.01375,0.07625,0.036250000000000004,0.1375
돈나라,화북동,한식,단품요리 전문,0.33666666666666667,0.4666666666666666,0.0033333333333333335,0.02666666666666667,0.03,0.26333333333333336
일도포차,일도2동,한식,단품요리 전문,0.3038235294117647,0.20735294117647057,0.0005882352941176471,0.003235294117647059,0.025294117647058825,0.07794117647058824
조은님,표선면,주점 및 주류판매,포장마차,1.03,0.6766666666666666,0.016666666666666666,0.08,0.08666666666666667,0.4033333333333333
해찬식당,화북동,일식.회,일식,1.2153846153846155,0.696923076923077,0.03230769230769231,0.05846153846153846,0.15923076923076923,0.29307692307692307
하루나,노형동,일식.회,일식,0.8,0.43,0.015,0.03,0.095,0.20500000000000002
참치말자,조천읍,아시아음식,참치,0.31583333333333335,0.1675,0.011666666666666667,0.03666666666666667,0.03875,0.08666666666666667
알통치킨앤강정 용담점,용담2동,한식,단품요리 전문,0.18,0.36,0.0,0.03,0.01,0.17
금모래흑돼지숯불구이,안덕면,고기,고기,0.265,0.25,0.02,0.075,0.045,0.16999999999999998
새솔숯불갈비,동홍동,고기,갈비,1.47,0.6950000000000001,0.015,0.034999999999999996,0.16999999999999998,0.32
연화반점,애월읍,아시아음식,중식,0.39,0.6518181818181819,0.021818181818181816,0.10909090909090909,0.06181818181818182,0.3381818181818182
부가네얼큰이한림점,한림읍,한식,가정식,0.3947619047619048,0.42238095238095236,0.009047619047619047,0.06523809523809525,0.03428571428571429,0.19142857142857145
제주농부쌈밥,중문동,한식,단품요리 전문,0.2810526315789474,0.27578947368421053,0.01,0.06631578947368422,0.027894736842105264,0.15789473684210525
장아찌김밥,서홍동,분식,분식,0.07,0.345,0.0,0.025,0.01,0.16499999999999998
누이밥집,중문동,한식,가정식,0.75625,0.890625,0.17125,0.6871875,0.2234375,0.8778125
고내횟집,애월읍,한식,회,0.4033333333333333,0.2925,0.14208333333333334,0.25625000000000003,0.17208333333333334,0.2970833333333333
동아리꼬치구이신산점,일도2동,주점 및 주류판매,꼬치구이,0.44,0.39666666666666667,0.0,0.01,0.036666666666666674,0.19999999999999998
황포돛대,이도2동,한식,가정식,0.9597058823529413,0.28058823529411764,0.01,0.01676470588235294,0.08529411764705883,0.11117647058823531
그디,일도1동,한식,단품요리 전문,0.245,0.4879411764705882,0.00411764705882353,0.08088235294117647,0.022647058823529412,0.23647058823529415
향기마라탕오리전문점,삼도2동,한식,오리,0.20857142857142857,0.22285714285714286,0.0,0.01,0.01,0.09285714285714286
섬떡볶이서귀점,동홍동,한식,단품요리 전문,0.1,0.185,0.005,0.075,0.01,0.11
맛있다고소문난집,일도2동,한식,가정식,0.7012499999999999,0.48208333333333336,0.009583333333333333,0.029583333333333333,0.05375,0.17500000000000002
큰맘할매순대국제주외도점,외도동,한식,국밥,0.2427272727272727,0.3845454545454546,0.0018181818181818182,0.025454545454545452,0.01909090909090909,0.1509090909090909
전설마라탕,애월읍,중식,중식,0.18,0.25,0.0,0.03,0.025,0.13
행복한집,노형동,한식,단품요리 전문,0.3233333333333333,0.2596969696969697,0.0021212121212121214,0.007272727272727274,0.028181818181818183,0.1
설록,한경면,아시아음식,일식,0.5118181818181818,0.4454545454545455,0.04181818181818182,0.14545454545454548,0.09181818181818181,0.2990909090909091
신비가든,노형동,한식,고기,0.7845833333333333,0.9829166666666667,0.022500000000000003,0.15083333333333335,0.08625,0.4716666666666667
자연을담다 지짐이,애월읍,한식,단품요리 전문,0.5953571428571429,0.37035714285714283,0.019285714285714288,0.045,0.06928571428571428,0.16392857142857142
카페코지,성산읍,카페,커피,0.24,0.73,0.035,0.44000000000000006,0.06,0.6799999999999999
유생식당,이도2동,한식,가정식,0.791764705882353,0.7888235294117647,0.027941176470588233,0.12911764705882356,0.0861764705882353,0.3585294117647059
신촌커피,조천읍,음료,커피,0.10545454545454545,0.2818181818181818,0.004545454545454546,0.07909090909090909,0.017272727272727273,0.17
신틈새불닭발,정방동,피자.치킨.햄버거,치킨,0.125,0.16999999999999998,0.0,0.035,0.015,0.10500000000000001
로터스,오라동,한식,단품요리 전문,0.093,0.40599999999999997,0.0,0.043,0.007000000000000001,0.172
짚동가리쌩주노형점,노형동,주점및주류판매,민속주점,0.6799999999999999,0.31,0.005,0.0125,0.04125,0.08625
옛날통닭여상점,일도2동,피자.치킨.햄버거,치킨,0.27,0.54,0.01,0.115,0.035,0.32
양푼속닭한마리,연동,한식,가정식,0.97125,0.6575,0.01625,0.055,0.075,0.28125
광양8길9,이도2동,한식,가정식,1.236470588235294,0.9450000000000001,0.018235294117647058,0.06558823529411764,0.11441176470588235,0.3694117647058824
비유엔케이이알,일도1동,한식,단품요리 전문,0.9179999999999999,0.272,0.022,0.072,0.10200000000000001,0.186
무한99부대찌개,조천읍,한식,단품요리 전문,0.134,0.21400000000000002,0.008,0.041999999999999996,0.016,0.146
땅스부대찌개 모슬포점,대정읍,한식,가정식,0.2544444444444445,0.6433333333333333,0.008888888888888889,0.11222222222222222,0.03222222222222222,0.33111111111111113
갑부순대국,대정읍,한식,단품요리 전문,0.11375,0.2375,0.00125,0.026250000000000002,0.01,0.11375
글라성국이네,외도동,한식,가정식,0.6436,0.2924,0.015600000000000001,0.031200000000000002,0.06480000000000001,0.1228
아띠김밥,이도2동,간식,분식,0.33,0.8,0.0,0.03,0.05,0.3
이서림,삼도2동,한식,가정식,1.0442424242424242,0.44393939393939397,0.01606060606060606,0.03727272727272727,0.09909090909090909,0.1878787878787879
큰동네국수,연동,한식,면류,0.295,0.31,0.01,0.08499999999999999,0.04,0.195
영재숯불갈비,연동,한식,가정식,0.8915384615384615,0.32538461538461544,0.024615384615384615,0.03692307692307692,0.11538461538461539,0.15846153846153846
개떼목장,안덕면,한식,단품요리 전문,0.23454545454545456,0.5,0.018181818181818184,0.13363636363636364,0.04090909090909091,0.30818181818181817
주식회사 나린아토 (대한상회 시청점),이도2동,한식,가정식,0.8114285714285714,0.6457142857142857,0.017142857142857144,0.07714285714285715,0.07142857142857142,0.33428571428571424
스시러브,외도동,일식.회,일식,0.82,0.66,0.015,0.075,0.1,0.335
식사준비 제주서귀포점,동홍동,한식,단품요리 전문,0.61,0.91,0.0,0.0,0.08,0.31
파스타입니다 시청점,이도1동,양식,스테이크,0.3007142857142857,0.43142857142857144,0.003928571428571429,0.032857142857142856,0.028571428571428574,0.17535714285714285
안그,연동,한식,가정식,0.2,0.2,0.0,0.02,0.03,0.08
마구로쇼쿠도,이도2동,아시아음식,일식,0.5806666666666668,0.5950000000000001,0.09566666666666666,0.438,0.13266666666666665,0.5619999999999999
해피누들,조천읍,한식,단품요리 전문,0.5564705882352942,0.8479411764705883,0.04,0.3011764705882353,0.08205882352941177,0.5479411764705882
처갓집양념치킨 노형점,노형동,패스트푸드,치킨,0.3521875,0.4609375,0.0034375,0.0259375,0.0278125,0.178125
카페희스토리,도두동,음료,커피,0.32333333333333336,0.8047619047619049,0.013809523809523808,0.2180952380952381,0.03333333333333333,0.4414285714285714
오태식해바라기치킨 제주중문점,중문동,피자.치킨.햄버거,치킨,0.3130769230769231,0.34307692307692306,0.02076923076923077,0.09538461538461539,0.054615384615384614,0.2053846153846154
이모네막창,용담2동,고기,막창,0.22000000000000003,0.195,0.005,0.02,0.03,0.1
최가네해장국,노형동,한식,단품요리 전문,0.3833333333333333,0.7000000000000001,0.013333333333333334,0.26333333333333336,0.049999999999999996,0.6166666666666667
진돼지이도점,이도2동,한식,단품요리 전문,0.53,0.32571428571428573,0.0,0.0071428571428571435,0.030000000000000002,0.08714285714285715
프레이스포 주시회사 (플레이스 오각집),일도1동,한식,가정식,0.17,0.26,0.01,0.08,0.02,0.14
또와요국수마당,애월읍,한식,단품요리 전문,0.58,0.7375,0.0125,0.085,0.04,0.24
키즈몬,표선면,한식,단품요리 전문,0.4085714285714286,0.7428571428571429,0.010952380952380953,0.11428571428571428,0.035238095238095235,0.3323809523809524
오늘의소반,연동,주점및주류판매,맥주/요리주점,0.2427272727272727,0.3181818181818182,0.0,0.01909090909090909,0.018181818181818184,0.1309090909090909
새별식당,애월읍,한식,단품요리 전문,0.3657142857142857,0.3085714285714286,0.0014285714285714286,0.02428571428571429,0.03571428571428571,0.13714285714285715
정든반점,노형동,중식,중식,0.315,0.4,0.05,0.26,0.08,0.385
토향,남원읍,한식,가정식,0.39999999999999997,0.30826086956521737,0.03826086956521739,0.18,0.06173913043478261,0.2617391304347826
맵수다제대점,아라동,한식,가정식,0.3814285714285714,0.5333333333333333,0.009047619047619047,0.0780952380952381,0.030476190476190476,0.24571428571428572
이퀄,건입동,한식,단품요리 전문,0.253,0.7105,0.014000000000000002,0.27949999999999997,0.028999999999999998,0.46849999999999997
해안정육식당,노형동,한식,고기,0.86375,0.9154166666666667,0.05958333333333333,0.24875,0.12791666666666668,0.5287499999999999
마지,안덕면,아시아음식,일식,0.2414285714285714,0.1742857142857143,0.02428571428571429,0.045714285714285714,0.05142857142857143,0.09571428571428572
백년가약한정뷔페,한경면,한식,가정식,0.24461538461538462,0.4476923076923077,0.005384615384615385,0.053076923076923084,0.02923076923076923,0.23076923076923078
신미국밥,구좌읍,한식,단품요리 전문,0.5725,0.645,0.01875,0.18,0.051250000000000004,0.37125
표선얼큰이와피자디노동남점,성산읍,한식,가정식,0.36,0.31875,0.015000000000000001,0.09875,0.036250000000000004,0.19625
법환나들목식당,대륜동,한식,가정식,0.1630769230769231,0.18307692307692308,0.02076923076923077,0.11307692307692307,0.03538461538461539,0.16153846153846155
사랑길,삼도1동,한식,가정식,0.177,0.1595,0.0,0.002,0.0125,0.053500000000000006
반올림피자샵 삼양점,삼양동,피자.치킨.햄버거,피자,0.49,0.61,0.005,0.035,0.060000000000000005,0.29000000000000004
하귀1629,애월읍,한식,단품요리 전문,0.29875,0.1825,0.005,0.1075,0.02375,0.17375
쏘맥한잔,이도2동,한식,단품요리 전문,0.337,0.2705,0.002,0.0185,0.0245,0.1135
프리제과,삼도1동,한식,단품요리 전문,0.169375,0.341875,0.00375,0.079375,0.015000000000000001,0.203125
그림책카페노란우산,안덕면,카페,커피,0.034999999999999996,0.175,0.0,0.055,0.005,0.12
스시나나이로,도두동,아시아음식,일식,0.3333333333333333,0.18166666666666664,0.023333333333333334,0.135,0.04,0.18666666666666668
고산우리뷔페,한경면,한식,뷔페,0.2806666666666667,0.41733333333333333,0.0033333333333333335,0.03666666666666667,0.021333333333333333,0.17200000000000001
대박양곱창,대천동,고기,곱창,0.79,0.43,0.11,0.31,0.195,0.43999999999999995
뷔쏭,동홍동,베이커리.디저트,베이커리,0.305,0.64,0.0,0.02,0.03,0.285
오막한우막창,연동,한식,단품요리 전문,0.76875,0.31625000000000003,0.04125,0.12625,0.08625000000000001,0.21875
지코바용담점,용담1동,패스트푸드,치킨,0.3733333333333333,0.6333333333333334,0.006666666666666667,0.07333333333333333,0.043333333333333335,0.4166666666666667
먹자분식,건입동,분식,분식,0.13,0.175,0.0,0.0,0.015,0.075
제주감자탕,연동,한식,단품요리 전문,0.48666666666666664,0.63,0.03333333333333333,0.36999999999999994,0.07,0.6499999999999999
도르멍칼국수,조천읍,한식,면류,0.2627272727272727,0.41181818181818186,0.01636363636363636,0.07181818181818182,0.04727272727272727,0.20636363636363636
부산할매아구찜연동점,연동,한식,아구찜,0.8536363636363636,0.6454545454545454,0.01909090909090909,0.045454545454545456,0.10454545454545455,0.27636363636363637
한치비곱창,삼양동,한식,곱창,0.5508333333333334,0.43124999999999997,0.004166666666666667,0.027083333333333334,0.049166666666666664,0.16458333333333333
올렛거리,애월읍,한식,가정식,0.22952380952380955,0.22523809523809527,0.002857142857142857,0.03380952380952381,0.018095238095238095,0.09857142857142856
태봉이네,노형동,한식,가정식,0.3235294117647059,0.25588235294117645,0.006764705882352942,0.06382352941176471,0.027941176470588233,0.13999999999999999
1800무드,아라동,한식,단품요리 전문,0.08600000000000001,0.23199999999999998,0.004,0.04,0.016,0.11599999999999999
세상을누비는김밥,건입동,간식,분식,0.13636363636363635,0.61,0.0018181818181818182,0.05181818181818181,0.018181818181818184,0.27
문워크,연동,한식,단품요리 전문,0.5916666666666667,0.21416666666666664,0.011666666666666667,0.01916666666666667,0.06208333333333333,0.09000000000000001
우리집냉장고애월점,애월읍,한식,단품요리 전문,0.10947368421052632,0.22894736842105262,0.005263157894736842,0.05894736842105264,0.011052631578947368,0.13
동그라미가든,중문동,한식,가정식,0.5314285714285715,0.33285714285714285,0.018571428571428572,0.05285714285714286,0.04428571428571428,0.13999999999999999
토크타임,노형동,주점 및 주류판매,맥주/요리주점,0.65,0.7133333333333333,0.013333333333333334,0.07666666666666666,0.06,0.43
설빙 제주함덕점,조천읍,카페,커피,0.33384615384615385,0.9092307692307693,0.03230769230769231,0.3353846153846154,0.06846153846153846,0.5769230769230769
학고재,삼도2동,한식,가정식,0.35823529411764704,0.23882352941176468,0.00411764705882353,0.013823529411764705,0.029705882352941176,0.09558823529411764
삼다잔치,삼도2동,한식,가정식,1.07,0.328,0.008,0.042,0.078,0.19
윤재커피,이도1동,한식,단품요리 전문,0.18875,0.6375,0.01,0.17375,0.02125,0.37875
다래가든,아라동,한식,고기,0.42625,0.48374999999999996,0.004583333333333333,0.03166666666666667,0.03916666666666667,0.1970833333333333
신이내린닭 삼화점,삼양동,양식,양식,0.37,0.58,0.0,0.01,0.02,0.12
