병원명,구분,토요일,일요일,공휴일,주소,위도,경도,주소2
박내과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로 3 ,33.4864706584836,126.478475118898,노형동
현동효내과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로8길 1,33.4888313001214,126.476679743326,노형동
성연내과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동
좋은이웃내과의원, 의원,1,0,0,제주특별자치도 제주시 도령로 7,33.4866698393292,126.48011049475,노형동
위앤장기만덕내과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동
서울내과의원, 의원,1,0,0,제주특별자치도 제주시 도령로 1 ,33.486812673941,126.479321267482,노형동
상쾌한속내과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동
남도의원, 의원,1,0,0,제주특별자치도 제주시 우정로 65 ,33.4868948411759,126.431130796465,외도일동
나의원, 의원,1,0,0,제주특별자치도 제주시 관덕로 60 ,33.5129407733201,126.525711640813,일도일동
나우리제통의원, 의원,1,0,0,제주특별자치도 제주시 한림읍 한림북동길 7 ,33.4158904486301,126.263638518735,한림읍 한림리
김한신의원, 의원,1,0,0,제주특별자치도 제주시 동광로 82 ,33.5043536465131,126.537054437924,이도이동
김영석성형외과의원, 의원,0,0,0,제주특별자치도 제주시 도령로 1 5층 ,33.486812673941,126.479321267482,노형동
김수상내과의원, 의원,1,0,0,제주특별자치도 제주시 동광로 100 ,33.5055019582814,126.538443642564,일도이동
김상훈피부비뇨기과의원, 의원,1,0,0,제주특별자치도 서귀포시 중앙로42번길 9,33.2485477950997,126.562749694594,서귀동
김병훈정형외과의원, 의원,1,0,0,제주특별자치도 제주시 도령로 7 ,33.4866698393292,126.48011049475,노형동
그린서울내과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동
고신경정신과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 203  ,33.5001755909329,126.518140263279,삼도일동
건강369의원, 의원,1,0,0,제주특별자치도 제주시 일주동로 227,33.5194197845023,126.569766497722,화북일동
강문보내과의원, 의원,1,0,0,제주특별자치도 서귀포시 대정읍 하모상가로 27,33.2216721913996,126.251706686481,대정읍 하모리
강남의원, 의원,1,0,0,제주특별자치도 제주시 서광로 302,33.5003324893306,126.528859722904,이도이동
에버그린의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 371-1,33.4891018116477,126.539562671479,이도이동
중문신내과의원, 의원,1,0,0,제주특별자치도 서귀포시 중문로 1,33.2520022255776,126.422993539855,중문동
조미진의키크는아이소아청소년과의원, 의원,0,0,0,제주특별자치도 제주시 월광로 165,33.4931456962899,126.474658662517,노형동
제주맘모아외과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동
로즈앤의원, 의원,0,0,0,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동
고영호재활의학과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 175 ,33.5003180347391,126.515202972713,용담일동
이룸내과의원, 의원,1,0,0,제주특별자치도 제주시 연오로 59,33.4879308657759,126.502057860304,오라삼동
우리동홍의원, 의원,1,0,0,제주특별자치도 서귀포시 태평로 505,33.2503361869915,126.571403032281,동홍동
연세삼성의원, 의원,1,0,0,제주특별자치도 제주시 흥운길 8 ,33.5097962325094,126.511152745786,용담이동
양준호정형외과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동
서귀포재활의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 중앙로 93,33.2528292134515,126.56037911371,서귀동
봉개영웅의원, 의원,1,0,0,제주특별자치도 제주시 번영로 500,33.490149872474,126.594819609272,봉개동
봄정신건강의학과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 297 ,33.500735275902,126.528208185944,이도일동
반딧불의원, 의원,1,0,0,제주특별자치도 제주시 건주로6길 62,33.5148861830871,126.580347812699,도련일동
미래가정의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 대청로25번길 4 ,33.252832994618,126.502693911398,강정동
문이비인후과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 268 ,33.4997533682016,126.525191367395,도남동
더미인의원, 의원,1,0,0,제주특별자치도 제주시 도령로 25  ,33.4876167792041,126.481358047521,노형동
오늘봄성형외과의원, 의원,0,0,0,제주특별자치도 제주시 절물1길 39,33.4893883655753,126.431700812432,외도일동
늘푸른내과의원, 의원,1,0,1,제주특별자치도 제주시 과원북4길 35 ,33.4812622296803,126.486371601557,노형동
늘푸른가정의학과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 175,33.503565682999,126.527366850279,이도일동
날씬의원, 의원,1,0,0,제주특별자치도 제주시 도령로 5 ,33.486787562871,126.479932791957,노형동
공감성형외과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 310,33.4931742980652,126.534779198681,이도이동
강형윤가정의학과의원, 의원,1,0,1,제주특별자치도 제주시 우정로 59,33.4874499561553,126.431151914859,외도일동
현광철정형외과의원, 의원,1,0,0,제주특별자치도 제주시 노형8길 3,33.4844444517438,126.477797252714,노형동
파티마마취통증의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 천제연로 177 ,33.2520642769465,126.423717255919,중문동
한나산부인과의원, 의원,1,0,0,제주특별자치도 제주시 도령로 7 ,33.4866698393292,126.48011049475,노형동
동산내과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동
현혜선산부인과의원, 의원,1,0,0,제주특별자치도 서귀포시 서호중앙로 55,33.2525493248565,126.518614403836,서호동
서정소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 수덕로 69,33.4844241345135,126.470607092953,노형동
성모정신건강의학과의원, 의원,0,0,0,제주특별자치도 제주시 노형로 388,33.4842149299307,126.477033090069,노형동
카멜리아의원, 의원,0,0,0,제주특별자치도 서귀포시 대정읍 영어도시로 60,33.2775135333714,126.279411437528,대정읍 구억리
의료법인 열린의료재단 서연의원, 의원,1,0,0,제주특별자치도 서귀포시 중정로 123,33.2488167938825,126.569481401603,서귀동
주 소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 노형8길 8,33.4840011684389,126.477847039423,노형동
김수로의원, 의원,1,0,0,제주특별자치도 제주시 한림읍 한림로 672,33.4146613604003,126.264968870791,한림읍 한림리
연세선린내과의원, 의원,1,0,0,제주특별자치도 서귀포시 동문로 64,33.2490218148027,126.566881751223,서귀동
한림윤패밀리의원, 의원,1,0,0,제주특별자치도 제주시 한림읍 한림상로 98,33.4088741823215,126.264258019974,한림읍 동명리
가톨릭정신건강의학과의원, 의원,0,0,0,제주특별자치도 제주시 도령로 1,33.486812673941,126.479321267482,노형동
(재) 사랑의 장기기증 운동본부 사랑의 의원, 의원,1,0,1,제주특별자치도 서귀포시 하신상로 169 ,33.272802660917,126.609372948256,신효동
김용석통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 노연로 101 ,33.4860388699359,126.491048971422,연동
임소아과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로10길 32-1 ,33.4908106903347,126.478806454196,노형동
마리산부인과의원, 의원,1,0,0,제주특별자치도 제주시 고마로 146 ,33.5016428445944,126.542959941323,이도이동
누가제통마취통증의학과의원, 의원,0,0,0,제주특별자치도 제주시 청풍남8길 73,33.5131937424714,126.572524809776,화북이동
김판규외과의원, 의원,1,0,0,제주특별자치도 제주시 무근성7길 2 ,33.5131928545272,126.519999237108,삼도이동
엘산부인과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 352,33.4901540052416,126.537513507677,이도이동
연세마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 관덕로 58,33.5129708245043,126.525530656573,이도일동
하귀하나로의원, 의원,1,0,0,제주특별자치도 제주시 애월읍 일주서로 7136,33.4850611892862,126.412159214346,애월읍 하귀1리
아나파마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동
자연주의의원, 의원,0,0,0,제주특별자치도 제주시 노형로 397,33.4851597526654,126.477492550988,노형동
푸르내가정의학과의원, 의원,1,0,0,제주특별자치도 제주시 우정로 70,33.4866169440338,126.430634004825,외도일동
애월의원, 의원,1,0,0,제주특별자치도 제주시 애월읍 애월로11길 6-2,33.464855408146,126.320611838422,애월읍 애월리
소리이비인후과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 76,33.4815487337564,126.489399163279,연동
대한내과의원, 의원,1,0,0,제주특별자치도 제주시 노형11길 25,33.4827946685932,126.477721185489,노형동
조은미의원, 의원,1,0,0,제주특별자치도 제주시 서광로 270 ,33.4997827453621,126.52530517107,도남동
연세피부과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 38  ,33.4816497749802,126.485403352408,노형동
고은의원, 의원,1,0,0,제주특별자치도 서귀포시 대정읍 상모로 323-1,33.222158011205,126.254866412832,대정읍 하모리
신제주학문외과의원, 의원,1,0,0,제주특별자치도 제주시 노형8길 2,33.4843262448719,126.477346169156,노형동
좌방은성형외과의원, 의원,1,0,0,제주특별자치도 제주시 동광로 122,33.5068794566345,126.540226111547,일도이동
현정신건강의학과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로 1,33.4863844954209,126.478567739143,노형동
박정신건강의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 중정로 53 ,33.2478117475177,126.5620189635,서귀동
시울 정신건강의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8675 ,33.2530177709473,126.561689408622,서귀동
하루항외과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 175,33.5003180347391,126.515202972713,용담일동
이미애피부과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 267 ,33.5002353157767,126.524944772172,삼도일동
다정금이비인후과의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8673 ,33.2530375468745,126.561825917453,서귀동
연세포르테비뇨기과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 175 ,33.5003180347391,126.515202972713,용담일동
우리안과의원, 의원,1,0,0,제주특별자치도 제주시 동광로 107 ,33.5063922715212,126.538755973917,일도이동
바로내과의원, 의원,1,0,0,제주특별자치도 서귀포시 월드컵로 8,33.2489939885441,126.507323170982,강정동
이승희산부인과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 208-1 ,33.4996278685249,126.518718820628,삼도일동
제주내과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 78-9 ,33.4995216583781,126.50525814062,오라삼동
김동호이비인후과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 267 ,33.5002353157767,126.524944772172,삼도일동
강주현피부과의원, 의원,1,0,0,제주특별자치도 제주시 건주로 27,33.5170882126091,126.5811410102,도련일동
