약국명,위도,경도,주소,주소2
오즈약국,33.4995658930419,126.52008091726,제주특별자치도 제주시 서광로 220 ,삼도일동
미래약국,33.5001243460011,126.519524370686,제주특별자치도 제주시 서광로 215 ,삼도일동
더블유스토어 이도약국,33.4892179424257,126.538473449487,제주특별자치도 제주시 중앙로 366 ,이도이동
동우약국,33.5105300265808,126.524281501044,제주특별자치도 제주시 중앙로15길 2 ,이도일동
신진팜약국,33.4816683662675,126.484952001108,"제주특별자치도 제주시 연북로 34, 1층 ",노형동
삼성약국,33.4863844954209,126.478567739143,제주특별자치도 제주시 월랑로 1 ,노형동
건강한약국,33.4984631916553,126.520043633981,제주특별자치도 제주시 서사로 155 ,삼도일동
무지개약국,33.5147429829224,126.575260663273,"제주특별자치도 제주시 화삼로1길 14, 1층 ",화북일동
부원약국,33.4893639324779,126.430679405636,"제주특별자치도 제주시 우정로8길 2, 1층 ",외도일동
도담약국,33.4726016319767,126.5450357982,"제주특별자치도 제주시 아란9길 6, 1층 ",아라일동
힘찬약국,33.4746302028058,126.549398263308,"제주특별자치도 제주시 인다10길 35, 1층 ",아라일동
슬로우약국,33.4806407465524,126.475475242797,"제주특별자치도 제주시 노형1길 19, 102호 ",노형동
내몸애단골약국,33.4846139591635,126.485842245256,"제주특별자치도 제주시 원노형10길 20, 103동 104호 ",노형동
화신온누리약국,33.5078710428623,126.540376062933,제주특별자치도 제주시 동광로 129 ,일도이동
힐링약국,33.4999816815601,126.526212033291,"제주특별자치도 제주시 서광로 278, 1층 101호 ",이도이동
New제주약국,33.4851337279057,126.490514238975,제주특별자치도 제주시 연동8길 8 ,연동
조일약국,33.5132798345909,126.526081549986,제주특별자치도 제주시 관덕로 63 ,일도일동
동현약국,33.4940793199306,126.594219147406,"제주특별자치도 제주시 삼봉로 327, A동 102호 ",봉개동
참약국,33.5002042667494,126.527884346517,"제주특별자치도 제주시 서광로 294, 1층 ",이도이동
달래약국,33.4087215576125,126.266712248867,"제주특별자치도 제주시 한림읍 한림중앙로 71, 1층",한림읍 한림리
마트존약국,33.4830200035135,126.481205117721,제주특별자치도 제주시 1100로 3324,노형동
더나은약국,33.4922384009257,126.543176897454,"제주특별자치도 제주시 승천로 75, 1층 ",아라이동
새순약국,33.4844241345135,126.470607092953,"제주특별자치도 제주시 수덕로 69, 1층 ",노형동
청담약국,33.4835900233367,126.476304019779,"제주특별자치도 제주시 노형로 378, 1층 101호 ",노형동
참사랑약국,33.5132590581554,126.534032832603,제주특별자치도 제주시 동문로 70 ,일도이동
써니약국,33.4529590538781,126.571666714166,"제주특별자치도 제주시 첨단로 217, 1층 ",영평동
단단약국,33.4997867260762,126.525426431214,"제주특별자치도 제주시 서광로 272, 1층 ",도남동
터미널약국,33.5200407358063,126.534226176207,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 1층 ",건입동
광장약국,33.25480137328,126.560488355674,제주특별자치도 서귀포시 중앙로 113 ,서홍동
연이수온누리약국,33.2531401460418,126.52228132127,"제주특별자치도 서귀포시 서호남로 91, 1층 105호 ",서호동
다나약국,33.2530177709473,126.561689408622,제주특별자치도 서귀포시 일주동로 8675 ,서귀동
건강약국,33.2221554085645,126.254101053428,제주특별자치도 서귀포시 대정읍 하모상가로 51-1,대정읍 하모리
동산프라자약국,33.252272884907,126.561317325862,제주특별자치도 서귀포시 중앙로 86 ,서귀동
유선약국,33.2484656232787,126.563947208878,제주특별자치도 서귀포시 중정로73번길 3-1 ,서귀동
우리약국,33.2550355600957,126.576054688698,제주특별자치도 서귀포시 일주동로 8538,동홍동
탐라약국,33.2535774663368,126.508636272298,제주특별자치도 서귀포시 신서로48번길 31 ,강정동
동원약국,33.2776729568467,126.714340155089,제주특별자치도 서귀포시 남원읍 태위로 634 ,남원읍 남원리
표선한사랑약국,33.3260292338741,126.832438324988,제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,표선면 표선리
대정송약국,33.2216021034565,126.253697691239,"제주특별자치도 서귀포시 대정읍 하모상가로 46, 1층 ",대정읍 하모리
정문약국,33.2545705278586,126.564426732747,제주특별자치도 서귀포시 일주동로 8648-12 ,동홍동
부부약국,33.2542791209266,126.56530278005,제주특별자치도 서귀포시 일주동로 8640 ,동홍동
중앙약국,33.2480515648089,126.563296311524,제주특별자치도 서귀포시 중정로 65 ,서귀동
중문약국,33.2515079376742,126.426068071833,제주특별자치도 서귀포시 천제연로 200 ,중문동
종로약국,33.2482836314201,126.562702400565,"제주특별자치도 서귀포시 중앙로42번길 8, 강원청과 ",서귀동
국민약국,33.2514838882164,126.426777003161,제주특별자치도 서귀포시 천제연로208번길 2 ,중문동
삼성약국,33.2223120183993,126.25515441867,제주특별자치도 서귀포시 대정읍 상모로 321 ,대정읍 하모리
정화약국,33.2514378445328,126.425454724505,제주특별자치도 서귀포시 중문상로 36 ,중문동
민생약국,33.2794969012231,126.719861711025,제주특별자치도 서귀포시 남원읍 태위로 687,남원읍 남원리
남원약국,33.2789329096386,126.717898903729,제주특별자치도 서귀포시 남원읍 태위로 667,남원읍 남원리
