id,date,point,point_name,temperature,humidity,rain,wind,sun,snow,ground,year,month
309,2022-10-01,188,성산,17.9,69,36.2,3.4,179.6,0.0,18.5,2022,10
310,2022-11-01,188,성산,14.8,71,173.8,3.1,173.7,0.0,14.4,2022,11
311,2022-12-01,188,성산,5.6,69,54.8,3.0,107.0,0.0,5.1,2022,12
312,2023-01-01,188,성산,5.8,69,69.4,3.1,142.2,0.0,5.2,2023,1
313,2023-02-01,188,성산,7.3,69,108.1,3.1,148.3,0.0,7.2,2023,2
314,2023-03-01,188,성산,12.2,67,62.1,3.1,202.7,0.0,12.5,2023,3
315,2023-04-01,188,성산,15.0,71,183.1,4.0,210.5,0.0,16.7,2023,4
316,2023-05-01,188,성산,18.2,81,489.8,3.1,163.6,0.0,20.2,2023,5
317,2023-06-01,188,성산,22.3,83,265.5,2.7,146.1,0.0,24.4,2023,6
318,2023-07-01,188,성산,26.5,91,344.2,3.1,98.6,0.0,27.8,2023,7
319,2023-08-01,188,성산,27.7,84,179.7,3.0,225.3,0.0,30.0,2023,8
320,2023-09-01,188,성산,25.4,80,219.4,2.6,182.4,0.0,27.6,2023,9
321,2023-10-01,188,성산,18.4,68,40.5,2.4,214.1,0.0,19.8,2023,10
322,2023-11-01,188,성산,13.0,70,64.1,2.9,157.6,0.0,11.8,2023,11
323,2023-12-01,188,성산,8.7,76,73.2,2.9,81.3,0.0,7.5,2023,12
324,2015-01-01,189,서귀포,8.4,63,80.6,2.3,197.4,0.7,6.8,2015,1
325,2015-02-01,189,서귀포,8.1,64,180.7,2.1,165.8,0.0,7.7,2015,2
326,2015-03-01,189,서귀포,11.1,62,183.5,2.0,214.0,0.0,12.0,2015,3
327,2015-04-01,189,서귀포,15.0,75,248.1,2.3,164.1,0.0,17.2,2015,4
328,2015-05-01,189,서귀포,19.0,70,426.5,1.8,252.7,0.0,23.9,2015,5
329,2015-06-01,189,서귀포,21.2,85,271.5,1.9,142.9,0.0,24.6,2015,6
330,2015-07-01,189,서귀포,24.2,89,396.8,2.3,169.0,0.0,27.5,2015,7
331,2015-08-01,189,서귀포,26.2,81,157.3,2.0,217.8,0.0,30.7,2015,8
332,2015-09-01,189,서귀포,22.8,74,295.1,2.6,209.9,0.0,25.2,2015,9
333,2015-10-01,189,서귀포,18.9,62,61.0,2.1,250.6,0.0,21.5,2015,10
334,2015-11-01,189,서귀포,15.4,77,215.5,1.9,112.7,0.0,15.5,2015,11
335,2015-12-01,189,서귀포,10.1,69,101.5,1.7,136.7,0.0,9.2,2015,12
336,2016-01-01,189,서귀포,6.2,66,74.9,1.6,115.2,0.0,6.2,2016,1
337,2016-02-01,189,서귀포,7.4,63,143.4,1.8,173.8,0.0,8.0,2016,2
338,2016-03-01,189,서귀포,11.1,67,138.1,1.7,205.5,0.0,12.6,2016,3
339,2016-04-01,189,서귀포,15.8,76,232.2,1.8,180.6,0.0,18.1,2016,4
340,2016-05-01,189,서귀포,18.9,75,216.6,1.5,189.1,0.0,22.5,2016,5
341,2016-06-01,189,서귀포,21.7,88,281.2,1.6,110.9,0.0,25.3,2016,6
342,2016-07-01,189,서귀포,25.8,92,203.2,1.6,176.7,0.0,30.4,2016,7
343,2016-08-01,189,서귀포,27.7,77,170.9,1.7,282.7,0.0,33.8,2016,8
344,2016-09-01,189,서귀포,23.7,83,194.3,1.8,126.0,0.0,25.1,2016,9
345,2016-10-01,189,서귀포,20.4,81,433.6,2.1,97.9,0.0,21.0,2016,10
346,2016-11-01,189,서귀포,14.6,72,44.6,1.6,155.1,0.0,14.4,2016,11
347,2016-12-01,189,서귀포,10.4,68,71.5,1.7,162.5,0.0,9.5,2016,12
348,2017-01-01,189,서귀포,7.5,67,49.0,1.8,184.2,0.0,7.6,2017,1
349,2017-02-01,189,서귀포,7.9,59,81.8,1.9,194.6,0.0,8.2,2017,2
350,2017-03-01,189,서귀포,10.3,59,36.3,1.8,214.2,0.0,11.8,2017,3
351,2017-04-01,189,서귀포,15.7,71,222.5,1.7,181.0,0.0,17.6,2017,4
352,2017-05-01,189,서귀포,19.2,74,59.2,1.5,244.7,0.0,22.9,2017,5
353,2017-06-01,189,서귀포,22.1,80,247.4,1.5,177.0,0.0,25.6,2017,6
354,2017-07-01,189,서귀포,27.5,95,51.8,1.8,183.4,0.0,32.0,2017,7
355,2017-08-01,189,서귀포,28.2,84,231.8,1.8,244.6,0.0,33.0,2017,8
356,2017-09-01,189,서귀포,24.2,76,102.8,2.1,155.2,0.0,26.1,2017,9
357,2017-10-01,189,서귀포,19.8,76,231.4,2.3,173.6,0.0,20.2,2017,10
358,2017-11-01,189,서귀포,13.8,66,6.7,1.4,187.3,0.0,14.4,2017,11
359,2017-12-01,189,서귀포,7.3,61,13.3,1.6,184.0,0.0,6.5,2017,12
360,2018-01-01,189,서귀포,5.9,69,63.7,1.6,163.4,0.0,5.9,2018,1
361,2018-02-01,189,서귀포,6.3,64,10.5,1.8,148.1,0.0,7.0,2018,2
362,2018-03-01,189,서귀포,11.8,79,151.6,2.1,192.7,0.0,12.8,2018,3
363,2018-04-01,189,서귀포,15.8,77,312.0,1.6,189.3,0.0,18.3,2018,4
364,2018-05-01,189,서귀포,18.7,84,356.1,2.0,146.2,0.0,20.9,2018,5
365,2018-06-01,189,서귀포,22.0,89,304.3,1.7,74.4,0.0,24.8,2018,6
366,2018-07-01,189,서귀포,26.7,93,23.2,1.8,225.9,0.0,31.3,2018,7
367,2018-08-01,189,서귀포,27.8,92,159.6,2.2,228.4,0.0,32.0,2018,8
368,2018-09-01,189,서귀포,23.5,85,473.8,2.0,150.5,0.0,26.0,2018,9
369,2018-10-01,189,서귀포,17.8,69,210.2,1.8,224.3,0.0,19.8,2018,10
370,2018-11-01,189,서귀포,14.5,71,55.6,1.6,165.3,0.0,14.1,2018,11
371,2018-12-01,189,서귀포,9.8,72,45.6,1.5,114.4,0.0,9.4,2018,12
372,2019-01-01,189,서귀포,7.8,66,21.7,1.4,175.6,0.0,7.7,2019,1
373,2019-02-01,189,서귀포,9.3,67,37.7,1.6,144.7,0.0,10.8,2019,2
374,2019-03-01,189,서귀포,11.6,63,64.8,1.9,213.0,0.0,15.0,2019,3
375,2019-04-01,189,서귀포,15.0,76,89.2,1.7,200.6,0.0,19.2,2019,4
376,2019-05-01,189,서귀포,19.9,66,376.7,1.6,257.3,0.0,24.8,2019,5
377,2019-06-01,189,서귀포,21.7,89,189.1,1.6,209.5,0.0,26.1,2019,6
378,2019-07-01,189,서귀포,24.2,97,452.1,1.9,115.3,0.0,27.5,2019,7
379,2019-08-01,189,서귀포,27.1,93,317.3,1.7,198.8,0.0,30.6,2019,8
380,2019-09-01,189,서귀포,24.1,92,394.9,2.3,151.6,0.0,26.4,2019,9
381,2019-10-01,189,서귀포,20.0,78,150.6,2.0,238.3,0.0,22.6,2019,10
382,2019-11-01,189,서귀포,15.6,75,31.3,1.8,189.3,0.0,15.4,2019,11
383,2019-12-01,189,서귀포,10.7,73,84.9,1.5,145.9,0.0,10.5,2019,12
384,2020-01-01,189,서귀포,9.4,77,110.1,1.7,127.7,0.0,9.4,2020,1
385,2020-02-01,189,서귀포,9.7,75,95.5,1.7,176.4,1.8,11.0,2020,2
386,2020-03-01,189,서귀포,12.3,73,132.2,1.7,213.6,0.0,15.6,2020,3
387,2020-04-01,189,서귀포,13.9,65,81.8,1.7,265.3,0.0,18.4,2020,4
388,2020-05-01,189,서귀포,18.7,90,244.0,1.6,196.7,0.0,22.4,2020,5
389,2020-06-01,189,서귀포,22.4,91,406.1,1.6,151.6,0.0,26.0,2020,6
390,2020-07-01,189,서귀포,23.4,93,322.0,1.6,112.9,0.0,26.6,2020,7
391,2020-08-01,189,서귀포,27.4,92,159.2,1.8,183.0,0.0,32.0,2020,8
392,2020-09-01,189,서귀포,22.1,82,424.9,2.1,164.6,0.0,25.1,2020,9
393,2020-10-01,189,서귀포,18.5,68,39.2,1.7,217.4,0.0,22.2,2020,10
394,2020-11-01,189,서귀포,15.1,73,11.7,1.5,175.3,0.0,15.3,2020,11
395,2020-12-01,189,서귀포,8.3,68,62.9,1.4,182.4,4.0,8.2,2020,12
396,2021-01-01,189,서귀포,7.2,70,54.6,1.8,162.5,4.0,7.0,2021,1
397,2021-02-01,189,서귀포,10.1,70,51.2,2.2,175.3,1.7,11.5,2021,2
398,2021-03-01,189,서귀포,13.3,75,156.3,1.8,200.6,0.0,15.0,2021,3
399,2021-04-01,189,서귀포,16.0,68,182.0,2.1,229.9,0.0,18.6,2021,4
400,2021-05-01,189,서귀포,19.0,77,159.2,1.7,234.4,0.0,21.2,2021,5
401,2021-06-01,189,서귀포,22.8,86,200.8,1.6,186.1,0.0,26.1,2021,6
402,2021-07-01,189,서귀포,26.6,90,218.4,2.0,157.8,0.0,29.0,2021,7
403,2021-08-01,189,서귀포,26.3,89,318.4,1.8,179.5,0.0,29.0,2021,8
404,2021-09-01,189,서귀포,24.3,86,692.4,2.3,169.8,0.0,26.3,2021,9
405,2021-10-01,189,서귀포,20.4,72,33.4,1.6,228.5,0.0,22.6,2021,10
406,2021-11-01,189,서귀포,14.2,64,55.0,1.8,199.1,0.0,14.5,2021,11
407,2021-12-01,189,서귀포,9.3,64,14.5,1.5,189.5,1.0,8.8,2021,12
408,2022-01-01,189,서귀포,7.5,70,33.8,1.5,177.8,0.0,7.5,2022,1
409,2022-02-01,189,서귀포,6.1,62,18.6,1.6,173.4,0.0,6.7,2022,2
410,2022-03-01,189,서귀포,12.5,72,104.8,1.7,179.9,0.0,14.5,2022,3
411,2022-04-01,189,서귀포,16.2,70,125.4,1.7,219.5,0.0,19.7,2022,4
412,2022-05-01,189,서귀포,19.5,68,31.8,1.5,241.0,0.0,24.0,2022,5
413,2022-06-01,189,서귀포,22.5,90,269.7,1.7,136.5,0.0,25.5,2022,6
414,2022-07-01,189,서귀포,27.0,87,272.0,1.6,202.7,0.0,30.5,2022,7
415,2022-08-01,189,서귀포,27.7,85,263.1,1.8,219.0,0.0,31.2,2022,8
416,2022-09-01,189,서귀포,24.3,77,326.1,2.5,160.8,0.0,26.2,2022,9
417,2022-10-01,189,서귀포,19.0,67,11.8,1.9,214.8,0.0,21.7,2022,10
418,2022-11-01,189,서귀포,16.4,70,79.9,1.7,193.3,0.0,17.0,2022,11
419,2022-12-01,189,서귀포,7.4,65,24.3,1.5,148.1,7.9,8.2,2022,12
420,2023-01-01,189,서귀포,7.4,67,71.2,1.5,165.9,3.5,7.9,2023,1
421,2023-02-01,189,서귀포,9.4,68,59.6,1.6,161.0,0.0,9.9,2023,2
422,2023-03-01,189,서귀포,13.5,68,56.1,1.7,202.5,0.0,14.6,2023,3
423,2023-04-01,189,서귀포,15.8,70,191.1,2.2,200.8,0.0,17.9,2023,4
424,2023-05-01,189,서귀포,18.8,81,574.3,1.8,168.1,0.0,21.6,2023,5
425,2023-06-01,189,서귀포,22.6,85,418.5,1.4,153.7,0.0,25.5,2023,6
426,2023-07-01,189,서귀포,26.2,92,378.8,1.4,78.6,0.0,28.2,2023,7
427,2023-08-01,189,서귀포,28.0,78,218.9,1.9,250.9,0.0,32.3,2023,8
428,2023-09-01,189,서귀포,25.8,75,126.4,1.7,217.7,0.0,28.5,2023,9
429,2023-10-01,189,서귀포,19.9,59,5.9,1.7,252.3,0.0,21.9,2023,10
430,2023-11-01,189,서귀포,14.5,66,45.2,1.6,198.4,0.0,14.2,2023,11
431,2023-12-01,189,서귀포,9.9,69,74.7,1.6,133.8,5.7,9.7,2023,12
